Gene	D7	D14	EntrezID	Symbol	HumanGene	GeneID	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
COQ9	-0.02008841141878	-0.06804858858122	57017	COQ9	COQ9	57017	-0.02008841141878	-0.06804858858122	-0.0479601771624399	6324	7142		none	6
SAMM50	-0.0570506231009083	-0.0849763768990917	25813	SAMM50	SAMM50	25813	-0.0570506231009083	-0.0849763768990917	-0.0279257537981835	7362	1151		none	6
FBXO43	-0.396692542841967	-0.355247457158033	286151	FBXO43	FBXO43	286151	-0.396692542841967	-0.355247457158033	0.0414450856839343	11239	13741		none	6
ZNF423	0.041235646757807	0.136482353242193	23090	ZNF423	ZNF423	23090	0.041235646757807	0.136482353242193	0.095246706484386	13898	1759		none	6
OR1L1	0.0782846028848279	-0.194429602884828	26737	OR1L1	OR1L1	26737	0.0782846028848279	-0.194429602884828	-0.272714205769656	423	16924		none	6
CCDC117	0.060185367564987	-0.127169367564987	150275	CCDC117	CCDC117	150275	0.060185367564987	-0.127169367564987	-0.187354735129974	1447	15220		none	6
CBX4	0.152789919820104	0.092203080179896	8535	CBX4	CBX4	8535	0.152789919820104	0.092203080179896	-0.060586839640208	5631	7968		none	6
WDR13	0.26715480852007	0.0116432914799299	64743	WDR13	WDR13	64743	0.26715480852007	0.0116432914799299	-0.25551151704014	549	15382		none	6
RPL39L	-0.0489644348517321	0.105406434851732	116832	RPL39L	RPL39L	116832	-0.0489644348517321	0.105406434851732	0.154370869703464	15995	4713		none	6
SUSD1	0.14900208221603	0.0593819177839703	64420	SUSD1	SUSD1	64420	0.14900208221603	0.0593819177839703	-0.0896201644320594	4286	10637		none	6
GRB2	-0.00378076490105687	-0.274976435098943	2885	GRB2	GRB2	2885	-0.00378076490105687	-0.274976435098943	-0.271195670197886	438	12272		none	6
VPRBP	-0.00688057185372148	-0.261566428146279	9730	VPRBP	VPRBP	9730	-0.00688057185372148	-0.261566428146279	-0.254685856292557	559	3502		none	6
H2AFY	0.00058092489771006	0.15775177510229	9555	H2AFY	H2AFY	9555	0.00058092489771006	0.15775177510229	0.15717085020458	16059	7416		none	6
MICALL2	0.346653977866378	0.252606022133622	79778	MICALL2	MICALL2	79778	0.346653977866378	0.252606022133622	-0.0940479557327561	4111	806		none	6
CORO7	0.12713886794328	0.0623091320567198	79585	CORO7	CORO7	79585	0.12713886794328	0.0623091320567198	-0.0648297358865605	5443	4152		none	6
SIT1	-0.432826629310315	-0.550703370689685	27240	SIT1	SIT1	27240	-0.432826629310315	-0.550703370689685	-0.117876741379369	3175	1831		none	6
CARTPT	0.0193952501379052	-0.00278095013790519	9607	CARTPT	CARTPT	9607	0.0193952501379052	-0.00278095013790519	-0.0221762002758104	7697	17392		none	6
MIIP	0.1824623843075	0.1466876156925	60672	MIIP	MIIP	60672	0.1824623843075	0.1466876156925	-0.0357747686149995	6944	7426		none	6
HTR2C	0.0380153965652688	-0.146997396565269	3358	HTR2C	HTR2C	3358	0.0380153965652688	-0.146997396565269	-0.185012793130538	1487	7610		none	6
ELOVL6	0.0936776311997012	0.0989733688002988	79071	ELOVL6	ELOVL6	79071	0.0936776311997012	0.0989733688002988	0.00529573760059761	9234	2044		none	6
GPR37	-0.12818778416443	-0.25115221583557	2861	GPR37	GPR37	2861	-0.12818778416443	-0.25115221583557	-0.122964431671141	2998	14211		none	6
CD160	-0.150374216932556	-0.0750497830674436	11126	CD160	CD160	11126	-0.150374216932556	-0.0750497830674436	0.0753244338651129	13007	743		none	6
ZNFX1	0.0386546802260597	0.11444031977394	57169	ZNFX1	ZNFX1	57169	0.0386546802260597	0.11444031977394	0.0757856395478806	13032	5729		none	6
SGCE	-0.00624045227318132	0.176992252273181	8910	SGCE	SGCE	8910	-0.00624045227318132	0.176992252273181	0.183232704546363	16641	16950		none	6
DOK5	0.323649188476902	0.245780811523098	55816	DOK5	DOK5	55816	0.323649188476902	0.245780811523098	-0.0778683769538039	4827	9069		none	6
SLC44A2	0.226579468961265	0.254440531038735	57153	SLC44A2	SLC44A2	57153	0.226579468961265	0.254440531038735	0.0278610620774691	10493	9792		none	6
CCDC70	-0.0251527723116714	0.101700772311671	83446	CCDC70	CCDC70	83446	-0.0251527723116714	0.101700772311671	0.126853544623343	15158	17352		none	6
RNF38	0.0608715155647594	-0.171737515564759	152006	RNF38	RNF38	152006	0.0608715155647594	-0.171737515564759	-0.232609031129519	781	4414		none	6
SP3	0.161253584857599	0.245886415142401	6670	SP3	SP3	6670	0.161253584857599	0.245886415142401	0.0846328302848026	13428	5194		none	6
AKIRIN1	-0.033003604934013	0.124451604934013	79647	AKIRIN1	AKIRIN1	79647	-0.033003604934013	0.124451604934013	0.157455209868026	16071	17515		none	6
AVP	-0.0619673939075737	0.135062393907574	551	AVP	AVP	551	-0.0619673939075737	0.135062393907574	0.197029787815147	16903	256		none	6
hsa-mir-7849	-0.0641745540769409	0.00515436207694084	102465837	hsa-mir-7849	hsa-mir-7849	102465837	-0.0641745540769409	0.00515436207694084	0.0693289161538817	12738	6563		none	6
CLPX	-0.191528543844599	-0.142211456155401	10845	CLPX	CLPX	10845	-0.191528543844599	-0.142211456155401	0.0493170876891985	11655	15326		none	6
COA5	-0.196187981490534	-0.266792018509466	493753	COA5	COA5	493753	-0.196187981490534	-0.266792018509466	-0.0706040370189314	5171	14585		none	6
NSUN4	-0.364906341904084	-0.353893658095915	387338	NSUN4	NSUN4	387338	-0.364906341904084	-0.353893658095915	0.011012683808169	9547	8393		none	6
GANAB	-0.047050323139394	-0.00998367686060599	23193	GANAB	GANAB	23193	-0.047050323139394	-0.00998367686060599	0.037066646278788	11002	4697		none	6
RHEBL1	-0.154993204549075	0.0667772045490755	121268	RHEBL1	RHEBL1	121268	-0.154993204549075	0.0667772045490755	0.221770409098151	17288	6193		none	6
SZT2	0.089652034598101	0.156578965401899	23334	SZT2	SZT2	23334	0.089652034598101	0.156578965401899	0.0669269308037979	12604	8696		none	6
SUPT4H1	-0.0184930383939929	-0.037013961606007	6827	SUPT4H1	SUPT4H1	6827	-0.0184930383939929	-0.037013961606007	-0.0185209232120141	7879	8028		none	6
TUBB1	-0.0446469056009273	0.0458839056009273	81027	TUBB1	TUBB1	81027	-0.0446469056009273	0.0458839056009273	0.0905308112018545	13696	17372		none	6
SCGB1D4	-0.141049912594938	-0.0969300874050624	404552	SCGB1D4	SCGB1D4	404552	-0.141049912594938	-0.0969300874050624	0.0441198251898751	11387	5002		none	6
NCDN	-0.123156583152474	-0.138593416847526	23154	NCDN	NCDN	23154	-0.123156583152474	-0.138593416847526	-0.0154368336950522	8067	13824		none	6
CYLD	-0.359082283243325	-0.275477716756675	1540	CYLD	CYLD	1540	-0.359082283243325	-0.275477716756675	0.0836045664866509	13384	16564		none	6
CDA	0.0555740714571726	-0.0355930714571726	978	CDA	CDA	978	0.0555740714571726	-0.0355930714571726	-0.0911671429143451	4237	18035		none	6
SLC39A1	-0.250316427324431	-0.325673572675569	27173	SLC39A1	SLC39A1	27173	-0.250316427324431	-0.325673572675569	-0.0753571453511384	4953	1071		none	6
RCAN2	-0.0750023917094425	0.0792693917094424	10231	RCAN2	RCAN2	10231	-0.0750023917094425	0.0792693917094424	0.154271783418885	15991	16386		none	6
WBP2NL	0.0158092403205989	0.0969947596794011	164684	WBP2NL	WBP2NL	164684	0.0158092403205989	0.0969947596794011	0.0811855193588021	13266	11667		none	6
ST8SIA4	0.0449466736723615	0.0435013263276385	7903	ST8SIA4	ST8SIA4	7903	0.0449466736723615	0.0435013263276385	-0.00144534734472308	8850	16590		none	6
ZNF221	0.0980622348421561	0.0136897651578439	7638	ZNF221	ZNF221	7638	0.0980622348421561	0.0136897651578439	-0.0843724696843122	4532	1592		none	6
SIRT1	-0.151403306598252	0.0500483065982515	23411	SIRT1	SIRT1	23411	-0.151403306598252	0.0500483065982515	0.201451613196503	16976	14712		none	6
ARHGEF10L	0.0986609482435101	0.0622140517564899	55160	ARHGEF10L	ARHGEF10L	55160	0.0986609482435101	0.0622140517564899	-0.0364468964870202	6907	11811		none	6
MPLKIP	-0.143605147564953	-0.192024852435047	136647	MPLKIP	MPLKIP	136647	-0.143605147564953	-0.192024852435047	-0.0484197048700944	6289	17200		none	6
ERG	0.127244892692092	0.124695107307908	2078	ERG	ERG	2078	0.127244892692092	0.124695107307908	-0.00254978538418395	8778	3453		none	6
TANC1	0.0513176304737098	0.21654136952629	85461	TANC1	TANC1	85461	0.0513176304737098	0.21654136952629	0.16522373905258	16263	8880		none	6
KRTAP21-1	0.0314795928670882	0.198255407132912	337977	KRTAP21-1	KRTAP21-1	337977	0.0314795928670882	0.198255407132912	0.166775814265824	16296	7985		none	6
PPID	0.129868448673397	-0.0223934486733966	5481	PPID	PPID	5481	0.129868448673397	-0.0223934486733966	-0.152261897346793	2164	712		none	6
ENTPD4	-0.0703974637647888	-0.106125536235211	9583	ENTPD4	ENTPD4	9583	-0.0703974637647888	-0.106125536235211	-0.0357280724704223	6947	12373		none	6
SFMBT2	-0.163562742815136	-0.0589132571848636	57713	SFMBT2	SFMBT2	57713	-0.163562742815136	-0.0589132571848636	0.104649485630273	14316	12760		none	6
OTUB1	-0.0257586499152206	0.0304336499152206	55611	OTUB1	OTUB1	55611	-0.0257586499152206	0.0304336499152206	0.0561922998304412	12033	3162		none	6
PHF12	-0.105185612080464	0.0970416120804638	57649	PHF12	PHF12	57649	-0.105185612080464	0.0970416120804638	0.202227224160928	16994	9754		none	6
MDH1B	-0.0166157055494239	-0.146362894450576	130752	MDH1B	MDH1B	130752	-0.0166157055494239	-0.146362894450576	-0.129747188901152	2785	2492		none	6
PHLDB1	-0.0964076299782052	0.179904629978205	23187	PHLDB1	PHLDB1	23187	-0.0964076299782052	0.179904629978205	0.276312259956411	17744	10750		none	6
TMEM203	-0.171011764142457	-0.0685292358575429	94107	TMEM203	TMEM203	94107	-0.171011764142457	-0.0685292358575429	0.102482528284914	14225	8537		none	6
TIMM21	0.0609702583880705	-0.10623825838807	29090	TIMM21	TIMM21	29090	0.0609702583880705	-0.10623825838807	-0.167208516776141	1820	7242		none	6
LMOD3	-0.196944867977442	-0.321395132022558	56203	LMOD3	LMOD3	56203	-0.196944867977442	-0.321395132022558	-0.124450264045115	2954	55		none	6
hsa-mir-379	0.0987626664942184	0.166597333505782	494328	hsa-mir-379	hsa-mir-379	494328	0.0987626664942184	0.166597333505782	0.0678346670115633	12665	5275		none	6
VWA2	0.0546842105629937	-0.156741210562994	340706	VWA2	VWA2	340706	0.0546842105629937	-0.156741210562994	-0.211425421125987	1046	5757		none	6
ACIN1	-0.179859648875031	-0.172320351124969	22985	ACIN1	ACIN1	22985	-0.179859648875031	-0.172320351124969	0.00753929775006229	9364	3410		none	6
IQSEC3	0.073608279188795	-0.0781992791887951	440073	IQSEC3	IQSEC3	440073	0.073608279188795	-0.0781992791887951	-0.15180755837759	2176	4504		none	6
AMZ1	-0.0163871010925139	0.115065101092514	155185	AMZ1	AMZ1	155185	-0.0163871010925139	0.115065101092514	0.131452202185028	15302	11544		none	6
KTN1	-0.225436402374452	-0.0768015976255478	3895	KTN1	KTN1	3895	-0.225436402374452	-0.0768015976255478	0.148634804748904	15844	3482		none	6
OR2W3	-0.103469165024349	0.126289165024349	343171	OR2W3	OR2W3	343171	-0.103469165024349	0.126289165024349	0.229758330048698	17365	18112		none	6
RSF1	0.200662441770413	0.103457558229587	51773	RSF1	RSF1	51773	0.200662441770413	0.103457558229587	-0.097204883540826	3970	8629		none	6
CDHR4	-0.0636286583554793	-0.0180093416445207	389118	CDHR4	CDHR4	389118	-0.0636286583554793	-0.0180093416445207	0.0456193167109586	11459	13577		none	6
ALDH7A1	-0.049389613448089	-0.194071386551911	501	ALDH7A1	ALDH7A1	501	-0.049389613448089	-0.194071386551911	-0.144681773103822	2352	10728		none	6
DHX32	0.294207065891631	0.0804729341083685	55760	DHX32	DHX32	55760	0.294207065891631	0.0804729341083685	-0.213734131783263	1017	4745		none	6
ZNF146	0.0873397952394158	0.0767322047605842	7705	ZNF146	ZNF146	7705	0.0873397952394158	0.0767322047605842	-0.0106075904788317	8357	14435		none	6
CYP4A11	-0.0956526416348918	0.0305376416348918	1579	CYP4A11	CYP4A11	1579	-0.0956526416348918	0.0305376416348918	0.126190283269784	15133	3095		none	6
SOCS2	0.256965961456161	0.152984038543839	8835	SOCS2	SOCS2	8835	0.256965961456161	0.152984038543839	-0.103981922912322	3699	10897		none	6
TMEM177	-0.252884783664875	-0.192225216335125	80775	TMEM177	TMEM177	80775	-0.252884783664875	-0.192225216335125	0.0606595673297496	12271	14239		none	6
KCTD4	-0.170605073020087	-0.0498039269799132	386618	KCTD4	KCTD4	386618	-0.170605073020087	-0.0498039269799132	0.120801146040174	14931	6122		none	6
GOLGA6B	-0.312442174214071	-0.440757825785929	55889	GOLGA6B	GOLGA6B	55889	-0.312442174214071	-0.440757825785929	-0.128315651571859	2846	5305		none	6
hsa-mir-6780a	0.0484578950403398	0.11093710495966	102466195	hsa-mir-6780a	hsa-mir-6780a	102466195	0.0484578950403398	0.11093710495966	0.0624792099193204	12357	14027		none	6
WDFY1	0.168528505476278	0.147591494523722	57590	WDFY1	WDFY1	57590	0.168528505476278	0.147591494523722	-0.0209370109525557	7760	4559		none	6
SCNN1A	0.111630794682033	0.0900182053179666	6337	SCNN1A	SCNN1A	6337	0.111630794682033	0.0900182053179666	-0.0216125893640668	7722	9027		none	6
WFDC3	-0.0490157946614543	-0.00616920533854575	140686	WFDC3	WFDC3	140686	-0.0490157946614543	-0.00616920533854575	0.0428465893229085	11318	17482		none	6
EGR3	0.171076550549806	0.0772914494501937	1960	EGR3	EGR3	1960	0.171076550549806	0.0772914494501937	-0.0937851010996125	4125	9939		none	6
TRIM8	-0.142431212007954	-0.0580337879920465	81603	TRIM8	TRIM8	81603	-0.142431212007954	-0.0580337879920465	0.084397424015907	13412	5434		none	6
CDCP2	-0.171285332079922	-0.0675896679200776	200008	CDCP2	CDCP2	200008	-0.171285332079922	-0.0675896679200776	0.103695664159845	14271	12895		none	6
FMO3	-0.192457591968334	-0.0688454080316656	2328	FMO3	FMO3	2328	-0.192457591968334	-0.0688454080316656	0.123612183936669	15028	12315		none	6
CDK6	0.00466198748905141	0.302166112510949	1021	CDK6	CDK6	1021	0.00466198748905141	0.302166112510949	0.297504125021897	17844	1024		none	6
UBL3	0.130653439986959	0.030490560013041	5412	UBL3	UBL3	5412	0.130653439986959	0.030490560013041	-0.100162879973918	3846	8723		none	6
HOXD13	-0.26386934243956	-0.18906065756044	3239	HOXD13	HOXD13	3239	-0.26386934243956	-0.18906065756044	0.0748086848791191	12986	7068		none	6
KPNA2	0.0202064204556351	-0.148760420455635	3838	KPNA2	KPNA2	3838	0.0202064204556351	-0.148760420455635	-0.16896684091127	1780	14507		none	6
HSBP1	-0.143676662421675	0.0159574624216746	3281	HSBP1	HSBP1	3281	-0.143676662421675	0.0159574624216746	0.159634124843349	16135	15047		none	6
SOX6	-0.01627876562682	-0.02318423437318	55553	SOX6	SOX6	55553	-0.01627876562682	-0.02318423437318	-0.00690546874636007	8547	15358		none	6
KCTD6	-0.103763231421265	-0.0686397685787353	200845	KCTD6	KCTD6	200845	-0.103763231421265	-0.0686397685787353	0.0351234628425295	10884	10581		none	6
EXTL1	-0.119821590397684	-0.0459774096023159	2134	EXTL1	EXTL1	2134	-0.119821590397684	-0.0459774096023159	0.0738441807953682	12942	10227		none	6
PRODH	-0.00325699631172615	0.0288744663117261	5625	PRODH	PRODH	5625	-0.00325699631172615	0.0288744663117261	0.0321314626234523	10731	8209		none	6
BPIFB2	-0.142469374433279	-0.0399766255667209	80341	BPIFB2	BPIFB2	80341	-0.142469374433279	-0.0399766255667209	0.102492748866558	14226	10430		none	6
hsa-mir-4436b-1	-0.0361098254040954	-0.0537901745959046	100616123	hsa-mir-4436b-1	hsa-mir-4436b-1	100616123	-0.0361098254040954	-0.0537901745959046	-0.0176803491918093	7933	13619		none	6
METAP2	-0.0746101974163803	0.0135324974163803	10988	METAP2	METAP2	10988	-0.0746101974163803	0.0135324974163803	0.0881426948327606	13592	10903		none	6
PCDH15	-0.0148358960304344	-0.148788903969566	65217	PCDH15	PCDH15	65217	-0.0148358960304344	-0.148788903969566	-0.133953007939131	2660	7032		none	6
PLSCR5	0.0431344166667299	0.0480565833332701	389158	PLSCR5	PLSCR5	389158	0.0431344166667299	0.0480565833332701	0.00492216666654022	9204	15180		none	6
GPR174	0.164140953645976	0.215679046354024	84636	GPR174	GPR174	84636	0.164140953645976	0.215679046354024	0.0515380927080474	11774	14352		none	6
TSTD3	-0.0329232195899923	-0.160223780410008	100130890	TSTD3	TSTD3	100130890	-0.0329232195899923	-0.160223780410008	-0.127300560820015	2877	11365		none	6
LRRC2	0.0251798610610275	0.0613741389389725	79442	LRRC2	LRRC2	79442	0.0251798610610275	0.0613741389389725	0.0361942778779449	10945	8180		none	6
KDM6B	-0.118323037558569	-0.128946962441431	23135	KDM6B	KDM6B	23135	-0.118323037558569	-0.128946962441431	-0.0106239248828612	8356	5090		none	6
THAP7	-0.216509506921	-0.270700493079	80764	THAP7	THAP7	80764	-0.216509506921	-0.270700493079	-0.0541909861580005	5975	12106		none	6
FBXO21	0.21952247925734	-0.0313364792573399	23014	FBXO21	FBXO21	23014	0.21952247925734	-0.0313364792573399	-0.25085895851468	597	15379		none	6
USP15	0.093530803966723	0.055803196033277	9958	USP15	USP15	9958	0.093530803966723	0.055803196033277	-0.0377276079334459	6840	9064		none	6
FH	-0.0158267908096398	-0.0152302091903602	2271	FH	FH	2271	-0.0158267908096398	-0.0152302091903602	0.000596581619279522	8968	10927		none	6
KLHL15	-0.0120947081435923	-0.0387036918564077	80311	KLHL15	KLHL15	80311	-0.0120947081435923	-0.0387036918564077	-0.0266089837128155	7455	8888		none	6
ETFB	-0.0363172984266063	0.0277002984266063	2109	ETFB	ETFB	2109	-0.0363172984266063	0.0277002984266063	0.0640175968532125	12444	11266		none	6
PUS10	-0.0233385981796215	-0.239046401820378	150962	PUS10	PUS10	150962	-0.0233385981796215	-0.239046401820378	-0.215707803640757	996	14640		none	6
SDSL	0.111017772095973	0.216092227904027	113675	SDSL	SDSL	113675	0.111017772095973	0.216092227904027	0.105074455808054	14336	4159		none	6
FRAS1	0.0295971863061495	0.0803868136938505	80144	FRAS1	FRAS1	80144	0.0295971863061495	0.0803868136938505	0.0507896273877011	11734	15742		none	6
ARNT	0.0317114799457104	-0.0357444799457104	405	ARNT	ARNT	405	0.0317114799457104	-0.0357444799457104	-0.0674559598914207	5328	16604		none	6
MRFAP1	0.256326150651668	0.00840784934833159	93621	MRFAP1	MRFAP1	93621	0.256326150651668	0.00840784934833159	-0.247918301303337	624	15991		none	6
BMP1	-0.0549854595406299	-0.0177995404593701	649	BMP1	BMP1	649	-0.0549854595406299	-0.0177995404593701	0.0371859190812597	11009	13848		none	6
AGAP3	0.0227248056182144	0.135069194381786	116988	AGAP3	AGAP3	116988	0.0227248056182144	0.135069194381786	0.112344388763571	14608	13455		none	6
TMF1	-0.0954497731268188	-0.148511226873181	7110	TMF1	TMF1	7110	-0.0954497731268188	-0.148511226873181	-0.0530614537463625	6037	4348		none	6
MYCL	0.029392123816217	-0.040366123816217	4610	MYCL	MYCL	4610	0.029392123816217	-0.040366123816217	-0.0697582476324339	5210	5984		none	6
CD19	0.0791641327499986	-0.109881132749999	930	CD19	CD19	930	0.0791641327499986	-0.109881132749999	-0.189045265499997	1401	7362		none	6
PCMTD1	0.0707776702730342	-0.0416126702730342	115294	PCMTD1	PCMTD1	115294	0.0707776702730342	-0.0416126702730342	-0.112390340546068	3385	4678		none	6
KRT31	-0.0651389105008526	-0.0666440894991474	3881	KRT31	KRT31	3881	-0.0651389105008526	-0.0666440894991474	-0.0015051789982948	8843	15955		none	6
RFX5	-0.045684790123114	-0.196387209876886	5993	RFX5	RFX5	5993	-0.045684790123114	-0.196387209876886	-0.150702419753772	2198	8926		none	6
hsa-mir-6775	0.0427476131290544	-0.132550613129054	102465464	hsa-mir-6775	hsa-mir-6775	102465464	0.0427476131290544	-0.132550613129054	-0.175298226258109	1666	6810		none	6
PRAMEF5	-0.0106820910711648	-0.169512208928835	343068	PRAMEF5	PRAMEF5	343068	-0.0106820910711648	-0.169512208928835	-0.15883011785767	2006	15579		none	6
TPD52	0.104374815434147	0.0890651845658528	7163	TPD52	TPD52	7163	0.104374815434147	0.0890651845658528	-0.0153096308682945	8077	15246		none	6
DMTN	0.126562633636515	0.00222467636348513	2039	DMTN	DMTN	2039	0.126562633636515	0.00222467636348513	-0.12433795727303	2960	9452		none	6
OR52J3	-0.190318078348228	-0.183081921651772	119679	OR52J3	OR52J3	119679	-0.190318078348228	-0.183081921651772	0.00723615669645652	9351	15287		none	6
hsa-mir-765	0.0330674017601426	0.157523598239857	768220	hsa-mir-765	hsa-mir-765	768220	0.0330674017601426	0.157523598239857	0.124456196479715	15059	13328		none	6
UBTD2	-0.164916212022781	-0.160053787977219	92181	UBTD2	UBTD2	92181	-0.164916212022781	-0.160053787977219	0.00486242404556272	9199	2768		none	6
NDUFAF7	0.0229103860039048	0.139946613996095	55471	NDUFAF7	NDUFAF7	55471	0.0229103860039048	0.139946613996095	0.11703622799219	14795	17759		none	6
PRAMEF18	-0.0456548791462686	-0.115732120853731	391003	PRAMEF18	PRAMEF18	391003	-0.0456548791462686	-0.115732120853731	-0.0700772417074628	5197	6494		none	6
HSPA2	-0.0208193650518266	0.0687013650518266	3306	HSPA2	HSPA2	3306	-0.0208193650518266	0.0687013650518266	0.0895207301036532	13656	7153		none	6
MYT1L	0.0192059623172215	0.0259350376827785	23040	MYT1L	MYT1L	23040	0.0192059623172215	0.0259350376827785	0.00672907536555697	9319	5153		none	6
CENPT	-0.028161170694347	-0.013918829305653	80152	CENPT	CENPT	80152	-0.028161170694347	-0.013918829305653	0.014242341388694	9734	8320		none	6
hsa-mir-648	-0.0634367726232561	0.0129102726232561	693233	hsa-mir-648	hsa-mir-648	693233	-0.0634367726232561	0.0129102726232561	0.0763470452465122	13056	5143		none	6
ZC3H7A	0.0625154431063834	-0.232851443106383	29066	ZC3H7A	ZC3H7A	29066	0.0625154431063834	-0.232851443106383	-0.295366886212767	303	10397		none	6
ZFPM2	0.0948423403505001	-0.00367134035050009	23414	ZFPM2	ZFPM2	23414	0.0948423403505001	-0.00367134035050009	-0.0985136807010002	3919	10212		none	6
CERKL	-0.0515377648231377	-0.257599235176862	375298	CERKL	CERKL	375298	-0.0515377648231377	-0.257599235176862	-0.206061470353725	1120	12520		none	6
MAPKAPK5	0.0647819479377204	-0.0232159479377204	8550	MAPKAPK5	MAPKAPK5	8550	0.0647819479377204	-0.0232159479377204	-0.0879978958754408	4351	6192		none	6
GTPBP5	0.206413530400004	0.0870044695999959	26164	GTPBP5	GTPBP5	26164	0.206413530400004	0.0870044695999959	-0.119409060800008	3130	6703		none	6
COX7A2	-0.156172349457414	-0.071827650542586	1347	COX7A2	COX7A2	1347	-0.156172349457414	-0.071827650542586	0.084344698914828	13409	15133		none	6
SCARA5	0.136427747091896	-0.0752027470918959	286133	SCARA5	SCARA5	286133	0.136427747091896	-0.0752027470918959	-0.211630494183792	1042	16954		none	6
FBRSL1	0.131888812184807	0.111911187815193	57666	FBRSL1	FBRSL1	57666	0.131888812184807	0.111911187815193	-0.019977624369615	7809	11390		none	6
PTPRH	0.168722662652814	-0.0209756626528145	5794	PTPRH	PTPRH	5794	0.168722662652814	-0.0209756626528145	-0.189698325305629	1387	4033		none	6
ALKBH4	-0.0816935304677728	-0.144843469532227	54784	ALKBH4	ALKBH4	54784	-0.0816935304677728	-0.144843469532227	-0.0631499390644544	5515	11809		none	6
MMRN1	-0.103215814018556	0.0667278140185562	22915	MMRN1	MMRN1	22915	-0.103215814018556	0.0667278140185562	0.169943628037112	16372	14759		none	6
REV3L	-0.225379862226649	-0.324860137773351	5980	REV3L	REV3L	5980	-0.225379862226649	-0.324860137773351	-0.0994802755467027	3874	16038		none	6
LCE3B	-0.00847124662235668	0.00718314662235668	353143	LCE3B	LCE3B	353143	-0.00847124662235668	0.00718314662235668	0.0156543932447134	9811	9379		none	6
ANKH	0.119883176867815	0.224546823132185	56172	ANKH	ANKH	56172	0.119883176867815	0.224546823132185	0.104663646264371	14317	700		none	6
BZRAP1	0.00349322626422524	-0.137983226264225	9256	BZRAP1	BZRAP1	9256	0.00349322626422524	-0.137983226264225	-0.14147645252845	2443	3990		none	6
NCKAP1L	0.164020334228906	0.0906626657710937	3071	NCKAP1L	NCKAP1L	3071	0.164020334228906	0.0906626657710937	-0.0733576684578126	5043	11166		none	6
CHTF18	-0.0217414136947288	-0.114300586305271	63922	CHTF18	CHTF18	63922	-0.0217414136947288	-0.114300586305271	-0.0925591726105424	4178	4354		none	6
AGPS	0.120644766053037	0.0529002339469633	8540	AGPS	AGPS	8540	0.120644766053037	0.0529002339469633	-0.0677445321060733	5304	3054		none	6
ALG9	-0.0542070310058855	-0.0753439689941145	79796	ALG9	ALG9	79796	-0.0542070310058855	-0.0753439689941145	-0.021136937988229	7747	17477		none	6
MSH5	0.0489160321169451	-0.0285440321169451	4439	MSH5	MSH5	4439	0.0489160321169451	-0.0285440321169451	-0.0774600642338902	4845	17382		none	6
RAB3GAP1	-0.0595917209485834	-0.0596152790514166	22930	RAB3GAP1	RAB3GAP1	22930	-0.0595917209485834	-0.0596152790514166	-2.35581028331447e-05	8918	1679		none	6
AP4E1	-0.0162436520328105	0.0150486520328105	23431	AP4E1	AP4E1	23431	-0.0162436520328105	0.0150486520328105	0.0312923040656209	10670	4671		none	6
hsa-mir-1294	-0.0694075967524108	0.00820349675241078	100302181	hsa-mir-1294	hsa-mir-1294	100302181	-0.0694075967524108	0.00820349675241078	0.0776110935048216	13104	15257		none	6
TMSB4Y	0.049078211262467	-0.013014211262467	9087	TMSB4Y	TMSB4Y	9087	0.049078211262467	-0.013014211262467	-0.062092422524934	5562	16475		none	6
HSPA1L	0.0382319907330696	-0.0529499907330696	3305	HSPA1L	HSPA1L	3305	0.0382319907330696	-0.0529499907330696	-0.0911819814661391	4235	892		none	6
TGFBR3	-0.187856788924472	0.0825647889244716	7049	TGFBR3	TGFBR3	7049	-0.187856788924472	0.0825647889244716	0.270421577848943	17716	7480		none	6
VIMP	0.177795597499064	0.158744402500936	55829	VIMP	VIMP	55829	0.177795597499064	0.158744402500936	-0.0190511949981287	7854	6470		none	6
PRND	-0.123226199492126	-0.152633800507874	23627	PRND	PRND	23627	-0.123226199492126	-0.152633800507874	-0.0294076010157473	7289	14305		none	6
hsa-mir-365a	0.400882240744169	0.143627759255831	100126355	hsa-mir-365a	hsa-mir-365a	100126355	0.400882240744169	0.143627759255831	-0.257254481488337	529	18109		none	6
CREB3	-0.00283975045629412	-0.0112125295437059	10488	CREB3	CREB3	10488	-0.00283975045629412	-0.0112125295437059	-0.00837277908741176	8465	5855		none	6
FAT1	0.110517911116513	0.105122088883487	2195	FAT1	FAT1	2195	0.110517911116513	0.105122088883487	-0.0053958222330252	8619	16771		none	6
PSD2	0.157526421730247	0.196303578269753	84249	PSD2	PSD2	84249	0.157526421730247	0.196303578269753	0.0387771565395056	11103	4509		none	6
IGFBP1	-0.0473972119713099	0.0221392119713099	3484	IGFBP1	IGFBP1	3484	-0.0473972119713099	0.0221392119713099	0.0695364239426198	12749	3549		none	6
UBL7	-0.0660622979450524	0.127866297945052	84993	UBL7	UBL7	84993	-0.0660622979450524	0.127866297945052	0.193928595890105	16854	15713		none	6
FAM5B	0.146284910264291	0.103935089735709	57795	FAM5B	FAM5B	57795	0.146284910264291	0.103935089735709	-0.0423498205285811	6597	15110		none	6
