Gene	DMSO	PTX	EntrezID	Symbol	HumanGene	GeneID	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
CHID1	0.247131482546699	-0.828611682278578	66005	CHID1	CHID1	66005	0.247131482546699	-0.828611682278578	-1.07574316482528	203	5906		bottom	327
KRT80	0.10178317338258	-0.863909831695987	144501	KRT80	KRT80	144501	0.10178317338258	-0.863909831695987	-0.965693005078567	325	16958		bottom	318.5
ARFRP1	-0.769156247161757	-1.97825755844947	10139	ARFRP1	ARFRP1	10139	-0.769156247161757	-1.97825755844947	-1.20910131128771	112	17509		bottom	46
SLIT2	-0.255175441252157	-1.3894219785241	9353	SLIT2	SLIT2	9353	-0.255175441252157	-1.3894219785241	-1.13424653727195	156	8174		bottom	129
MRPL15	0.328146286821471	-1.13155890640469	29088	MRPL15	MRPL15	29088	0.328146286821471	-1.13155890640469	-1.45970519322616	38	15846		bottom	207
SERINC5	0.547031576397929	-0.77880587921712	256987	SERINC5	SERINC5	256987	0.547031576397929	-0.77880587921712	-1.32583745561505	70	13721		bottom	350
CHMP3	-1.33722866398232	-2.44829030538421	51652	CHMP3	CHMP3	51652	-1.33722866398232	-2.44829030538421	-1.11106164140189	168	12418		bottom	18
ZBBX	0.0938603130392661	-1.51591653339426	79740	ZBBX	ZBBX	79740	0.0938603130392661	-1.51591653339426	-1.60977684643352	22	10279		bottom	104
DDX53	-0.305016499651842	-1.37179194273094	168400	DDX53	DDX53	168400	-0.305016499651842	-1.37179194273094	-1.0667754430791	211	5693		bottom	131
GATAD1	-0.262420150767461	-1.30884928794456	57798	GATAD1	GATAD1	57798	-0.262420150767461	-1.30884928794456	-1.0464291371771	223	4594		bottom	146
RNF135	0.462353546668281	-0.497410707486102	84282	RNF135	RNF135	84282	0.462353546668281	-0.497410707486102	-0.959764254154383	333	3223		bottom	413
APH1A	-0.0695558717568345	-1.02315132130074	51107	APH1A	APH1A	51107	-0.0695558717568345	-1.02315132130074	-0.953595449543904	344	8647		bottom	256
hsa-mir-2054	0.325482122854288	-1.27305612672302	100302267	hsa-mir-2054	hsa-mir-2054	100302267	0.325482122854288	-1.27305612672302	-1.59853824957731	23	12025		bottom	158
NOC3L	0.0326995852381097	-0.868441093595309	64318	NOC3L	NOC3L	64318	0.0326995852381097	-0.868441093595309	-0.901140678833419	426	3813		bottom	316
IL1RAP	0.213968696073386	-0.756187647551596	3556	IL1RAP	IL1RAP	3556	0.213968696073386	-0.756187647551596	-0.970156343624981	318	653		bottom	356
HOXC8	-0.315552057158427	-1.22309801233722	3224	HOXC8	HOXC8	3224	-0.315552057158427	-1.22309801233722	-0.907545955178791	414	2683		bottom	171
SYCP1	-0.370621537343707	-1.27046683420912	6847	SYCP1	SYCP1	6847	-0.370621537343707	-1.27046683420912	-0.899845296865416	429	17910		bottom	159
AMBRA1	-0.2963579667585	-1.96367374914325	55626	AMBRA1	AMBRA1	55626	-0.2963579667585	-1.96367374914325	-1.66731578238475	15	4909		bottom	47
RIN1	-0.549090248554388	-1.59508034422359	9610	RIN1	RIN1	9610	-0.549090248554388	-1.59508034422359	-1.0459900956692	224	384		bottom	86
IL37	-0.148787502649027	-1.17043637194425	27178	IL37	IL37	27178	-0.148787502649027	-1.17043637194425	-1.02164886929523	249	2830		bottom	188
SNAP29	-0.126684024098574	-1.35983550376971	9342	SNAP29	SNAP29	9342	-0.126684024098574	-1.35983550376971	-1.23315147967113	102	12183		bottom	135
ATP5O	0.397475099149284	-0.748610159165334	539	ATP5O	ATP5O	539	0.397475099149284	-0.748610159165334	-1.14608525831462	145	12196		bottom	357
PTPRF	-0.0832036571705368	-1.16434391897038	5792	PTPRF	PTPRF	5792	-0.0832036571705368	-1.16434391897038	-1.08114026179984	195	15592		bottom	192
KRTAP4-4	-0.0898186552026884	-1.10806488462417	84616	KRTAP4-4	KRTAP4-4	84616	-0.0898186552026884	-1.10806488462417	-1.01824622942148	252	10207		bottom	215
hsa-mir-657	-0.471557022191275	-1.59961160612292	724027	hsa-mir-657	hsa-mir-657	724027	-0.471557022191275	-1.59961160612292	-1.12805458393164	159	13704		bottom	84
C15orf52	-0.523629317913475	-1.59515649988577	388115	C15orf52	C15orf52	388115	-0.523629317913475	-1.59515649988577	-1.07152718197229	205	9260		bottom	85
DHX36	-1.17356422754382	-3.24979057192902	170506	DHX36	DHX36	170506	-1.17356422754382	-3.24979057192902	-2.0762263443852	6	5799		bottom	6
TMEM179B	0.0347461475583543	-1.07390907013936	374395	TMEM179B	TMEM179B	374395	0.0347461475583543	-1.07390907013936	-1.10865521769772	171	4904		bottom	232
LUZP6	0.64817898337925	-0.303571700555936	767558	LUZP6	LUZP6	767558	0.64817898337925	-0.303571700555936	-0.951750683935186	346	9638		bottom	437
GPBP1	0.302479488964912	-1.0927575965273	65056	GPBP1	GPBP1	65056	0.302479488964912	-1.0927575965273	-1.39523708549221	45	15292		bottom	225
APIP	-0.269213768883776	-1.4982864976011	51074	APIP	APIP	51074	-0.269213768883776	-1.4982864976011	-1.22907272871732	104	15055		bottom	109
PMF1-BGLAP	-0.501649965184221	-1.5117660498058	100527963	PMF1-BGLAP	PMF1-BGLAP	100527963	-0.501649965184221	-1.5117660498058	-1.01011608462158	259	5012		bottom	106
LARGE	0.243595410372075	-0.652730180488919	9215	LARGE	LARGE	9215	0.243595410372075	-0.652730180488919	-0.896325590860994	437	6414		bottom	380
SLC7A9	0.0923950228573159	-0.865280633615109	11136	SLC7A9	SLC7A9	11136	0.0923950228573159	-0.865280633615109	-0.957675656472425	337	6635		bottom	317
DTX4	0.312524598104811	-0.774883862615185	23220	DTX4	DTX4	23220	0.312524598104811	-0.774883862615185	-1.08740846072	189	8894		bottom	351
UBN2	0.355544791256698	-1.09984007310944	254048	UBN2	UBN2	254048	0.355544791256698	-1.09984007310944	-1.45538486436613	39	17071		bottom	219
GGNBP2	0.370924283249069	-0.677366537202041	79893	GGNBP2	GGNBP2	79893	0.370924283249069	-0.677366537202041	-1.04829082045111	221	2776		bottom	371
RNF125	-0.215821501014199	-1.13559515649989	54941	RNF125	RNF125	54941	-0.215821501014199	-1.13559515649989	-0.919773655485687	396	14393		bottom	204
FOXR2	-0.0176494807907723	-1.26886756530348	139628	FOXR2	FOXR2	139628	-0.0176494807907723	-1.26886756530348	-1.25121808451271	91	17531		bottom	160
OR4Q3	-0.280330598528655	-1.62150635899779	441669	OR4Q3	OR4Q3	441669	-0.280330598528655	-1.62150635899779	-1.34117576046914	65	5216		bottom	80
TNIP1	-0.225373134328358	-1.22762927423654	10318	TNIP1	TNIP1	10318	-0.225373134328358	-1.22762927423654	-1.00225613990818	266	1708		bottom	170
TLN1	-0.681359934606884	-2.06621734825984	7094	TLN1	TLN1	7094	-0.681359934606884	-2.06621734825984	-1.38485741365296	50	839		bottom	34
VLDLR	0.188825648633102	-0.957923996649151	7436	VLDLR	VLDLR	7436	0.188825648633102	-0.957923996649151	-1.14674964528225	144	15712		bottom	280
C1orf56	-0.087935575671339	-1.06530348031376	54964	C1orf56	C1orf56	54964	-0.087935575671339	-1.06530348031376	-0.977367904642423	303	16239		bottom	238
HIST3H2A	-0.0767672792225485	-1.2291904653111	92815	HIST3H2A	HIST3H2A	92815	-0.0767672792225485	-1.2291904653111	-1.15242318608855	140	7667		bottom	169
GBA	0.235469710272169	-0.949280328992461	2629	GBA	GBA	2629	0.235469710272169	-0.949280328992461	-1.18475003926463	126	13440		bottom	285
ATF4	-0.663679573733765	-1.75694920417333	468	ATF4	ATF4	468	-0.663679573733765	-1.75694920417333	-1.09326963043957	183	13357		bottom	60
C12orf39	0.416669189549211	-0.618993222146067	80763	C12orf39	C12orf39	80763	0.416669189549211	-0.618993222146067	-1.03566241169528	232	10851		bottom	391
PPM1J	-0.372982955405528	-1.562333409489	333926	PPM1J	PPM1J	333926	-0.372982955405528	-1.562333409489	-1.18935045408347	122	17266		bottom	93
ZNF43	0.0283912082589083	-2.09618460132511	7594	ZNF43	ZNF43	7594	0.0283912082589083	-2.09618460132511	-2.12457580958402	5	4252		bottom	33
MUS81	0.131870061457419	-0.76010966415353	80198	MUS81	MUS81	80198	0.131870061457419	-0.76010966415353	-0.891979725610949	441	10807		bottom	354
FIGLA	0.391692652356877	-0.52535983550377	344018	FIGLA	FIGLA	344018	0.391692652356877	-0.52535983550377	-0.917052487860647	401	11043		bottom	408
PLEKHH2	-0.0513002936635282	-1.04714035488539	130271	PLEKHH2	PLEKHH2	130271	-0.0513002936635282	-1.04714035488539	-0.995840061221858	276	249		bottom	249
RNF113B	-0.25791529169568	-1.19876627827279	140432	RNF113B	RNF113B	140432	-0.25791529169568	-1.19876627827279	-0.94085098657711	356	16683		bottom	180.5
FAM222A	0.366201447125428	-0.61415733759805	84915	FAM222A	FAM222A	84915	0.366201447125428	-0.61415733759805	-0.980358784723478	297	15983		bottom	392
DYRK3	-0.348763282976598	-1.27941512451451	8444	DYRK3	DYRK3	8444	-0.348763282976598	-1.27941512451451	-0.93065184153791	377	5883		bottom	155
HEY2	0.649450516181769	-0.87064960779834	23493	HEY2	HEY2	23493	0.649450516181769	-0.87064960779834	-1.52010012398011	31	6326		bottom	315
KIAA0232	0.52256970724471	-0.424225116137385	9778	KIAA0232	KIAA0232	9778	0.52256970724471	-0.424225116137385	-0.946794823382094	348	18062		bottom	425
hsa-mir-6812	-0.287487511731404	-1.31250475972889	102465487	hsa-mir-6812	hsa-mir-6812	102465487	-0.287487511731404	-1.31250475972889	-1.02501724799748	246	9581		bottom	144
HSP90AB1	-0.489479579788683	-1.469271190313	3326	HSP90AB1	HSP90AB1	3326	-0.489479579788683	-1.469271190313	-0.979791610524317	298	14622		bottom	113
COX6C	0.0489297932245466	-1.25336988805118	1345	COX6C	COX6C	1345	0.0489297932245466	-1.25336988805118	-1.30229968127572	74	11045		bottom	162
SPINK7	0.183109805939875	-0.788249181326632	84651	SPINK7	SPINK7	84651	0.183109805939875	-0.788249181326632	-0.971358987266506	316	10382		bottom	344.5
POLR2J2	-1.05509975477582	-1.99105170969462	246721	POLR2J2	POLR2J2	246721	-1.05509975477582	-1.99105170969462	-0.935951954918799	365	3550		bottom	43
P2RY4	0.312736520238564	-0.629883481836875	5030	P2RY4	P2RY4	5030	0.312736520238564	-0.629883481836875	-0.942620002075439	353	9838		bottom	387
CAMKK1	-0.238893766461809	-1.14328687837941	84254	CAMKK1	CAMKK1	84254	-0.238893766461809	-1.14328687837941	-0.904393111917599	420	6927		bottom	200
BRCC3	0.110138960370561	-0.806107684106313	79184	BRCC3	BRCC3	79184	0.110138960370561	-0.806107684106313	-0.916246644476874	402	2785		bottom	338
OGFOD3	0.509188338227725	-0.379377046683421	79701	OGFOD3	OGFOD3	79701	0.509188338227725	-0.379377046683421	-0.888565384911146	446	3183		bottom	432
LEPREL2	-0.0614271441978747	-0.995697205087198	10536	LEPREL2	LEPREL2	10536	-0.0614271441978747	-0.995697205087198	-0.934270060889324	370	16879		bottom	268
hsa-mir-452	0.40855559928552	-0.863909831695987	574412	hsa-mir-452	hsa-mir-452	574412	0.40855559928552	-0.863909831695987	-1.27246543098151	81	15985		bottom	318.5
KLK15	-0.316581393236656	-1.68928489833219	55554	KLK15	KLK15	55554	-0.316581393236656	-1.68928489833219	-1.37270350509553	58	14639		bottom	68
MTPAP	0.560745965910811	-0.637270581067703	55149	MTPAP	MTPAP	55149	0.560745965910811	-0.637270581067703	-1.19801654697851	117	4718		bottom	386
B4GALT3	-0.639762647210196	-1.66548625390298	8703	B4GALT3	B4GALT3	8703	-0.639762647210196	-1.66548625390298	-1.02572360669278	243	6744		bottom	71
CCDC116	-0.648421180103539	-1.59351915314904	164592	CCDC116	CCDC116	164592	-0.648421180103539	-1.59351915314904	-0.945097973045498	349	8333		bottom	87
RAB38	0.185053434652296	-0.840491965577641	23682	RAB38	RAB38	23682	0.185053434652296	-0.840491965577641	-1.02554540022994	245	4015		bottom	324
GTSE1	-0.432926644667131	-1.62577107607951	51512	GTSE1	GTSE1	51512	-0.432926644667131	-1.62577107607951	-1.19284443141238	118	13302		bottom	78
CCDC74A	-0.937089400865853	-2.54763536668951	90557	CCDC74A	CCDC74A	90557	-0.937089400865853	-2.54763536668951	-1.61054596582366	21	66		bottom	14
IL31	-0.101713541824347	-1.00445510623715	386653	IL31	IL31	386653	-0.101713541824347	-1.00445510623715	-0.902741564412802	424	4123		bottom	264
BCL2L2-PABPN1	-2.01265477884412	-3.16137384814561	100529063	BCL2L2-PABPN1	BCL2L2-PABPN1	100529063	-2.01265477884412	-3.16137384814561	-1.14871906930149	141	951		bottom	7
C1orf52	0.330235233568466	-0.921255045312619	148423	C1orf52	C1orf52	148423	0.330235233568466	-0.921255045312619	-1.25149027888108	90	10973		bottom	300.5
NHLRC4	-0.57724561775302	-1.646180793542	283948	NHLRC4	NHLRC4	283948	-0.57724561775302	-1.646180793542	-1.06893517578898	208	4772		bottom	73
LRP5L	0.278928884986831	-0.653872515421522	91355	LRP5L	LRP5L	91355	0.278928884986831	-0.653872515421522	-0.932801400408352	374	12898		bottom	379
ABHD17B	-0.178692743180648	-1.55315665219709	51104	ABHD17B	ABHD17B	51104	-0.178692743180648	-1.55315665219709	-1.37446390901644	57	16784		bottom	96
GIMD1	-0.295419454451879	-1.70760033508491	100507096	GIMD1	GIMD1	100507096	-0.295419454451879	-1.70760033508491	-1.41218088063304	44	3516		bottom	65
SPIC	0.510278223487027	-0.419655776406976	121599	SPIC	SPIC	121599	0.510278223487027	-0.419655776406976	-0.929933999894003	379	6321		bottom	426
UXT	-0.53038055160304	-1.61335770314523	8409	UXT	UXT	8409	-0.53038055160304	-1.61335770314523	-1.08297715154219	193	1410		bottom	82
hsa-mir-6836	0.292570615482426	-0.612215368212627	102465503	hsa-mir-6836	hsa-mir-6836	102465503	0.292570615482426	-0.612215368212627	-0.904785983695052	418	914		bottom	393
EHBP1L1	-0.885773969907057	-1.9836265326327	254102	EHBP1L1	EHBP1L1	254102	-0.885773969907057	-1.9836265326327	-1.09785256272564	181	8424		bottom	45
PDE1B	0.456359177742121	-1.16282080572691	5153	PDE1B	PDE1B	5153	0.456359177742121	-1.16282080572691	-1.61917998346903	19	16229		bottom	193
MAFF	-0.360540098695165	-2.10772218414439	23764	MAFF	MAFF	23764	-0.360540098695165	-2.10772218414439	-1.74718208544923	11	11228		bottom	32
MRPL4	0.0798007931942721	-0.981037240118803	51073	MRPL4	MRPL4	51073	0.0798007931942721	-0.981037240118803	-1.06083803331307	213	16552		bottom	274
GRAP2	0.0314068602222155	-0.874457390907014	9402	GRAP2	GRAP2	9402	0.0314068602222155	-0.874457390907014	-0.90586425112923	417	14896		bottom	314
ZNF320	-0.0454905997396385	-0.95373543522961	162967	ZNF320	ZNF320	162967	-0.0454905997396385	-0.95373543522961	-0.908244835489971	412	16728		bottom	283
GNA13	0.546153613272381	-0.50654938694692	10672	GNA13	GNA13	10672	0.546153613272381	-0.50654938694692	-1.0527030002193	218	14829		bottom	412
JUNB	0.0770034210287306	-1.04592186429061	3726	JUNB	JUNB	3726	0.0770034210287306	-1.04592186429061	-1.12292528531934	161	12493		bottom	251
WBP4	-0.929762949956102	-1.92548168456325	11193	WBP4	WBP4	11193	-0.929762949956102	-1.92548168456325	-0.995718734607146	278	10804		bottom	49
PSG3	0.919742060488632	-0.158533241946539	5671	PSG3	PSG3	5671	0.919742060488632	-0.158533241946539	-1.07827530243517	201	4938		bottom	442
SCARF1	-0.11187066694923	-1.04904424643972	8578	SCARF1	SCARF1	8578	-0.11187066694923	-1.04904424643972	-0.937173579490493	362	9963		bottom	247
TEK	0.114238139929157	-0.96786231056279	7010	TEK	TEK	7010	0.114238139929157	-0.96786231056279	-1.08210045049195	194	16196		bottom	277
PCGF1	0.276334352577881	-0.943835199147057	84759	PCGF1	PCGF1	84759	0.276334352577881	-0.943835199147057	-1.22016955172494	107	16461		bottom	291
CCDC105	0.746480578850171	-0.393534384281471	126402	CCDC105	CCDC105	126402	0.746480578850171	-0.393534384281471	-1.14001496313164	149	5144		bottom	431
SERPINB6	-0.0748297054282341	-1.64104028634529	5269	SERPINB6	SERPINB6	5269	-0.0748297054282341	-1.64104028634529	-1.56621058091706	26	756		bottom	74
MKNK1	0.0209827132088039	-0.905110044931841	8569	MKNK1	MKNK1	8569	0.0209827132088039	-0.905110044931841	-0.926092758140645	384	10454		bottom	307
CUZD1	0.362810692985377	-0.699603990556698	50624	CUZD1	CUZD1	50624	0.362810692985377	-0.699603990556698	-1.06241468354208	212	9729		bottom	370
DAZL	-0.0220607913777966	-0.941855151930546	1618	DAZL	DAZL	1618	-0.0220607913777966	-0.941855151930546	-0.91979436055275	395	13261		bottom	292
COX10	-0.659410856468166	-1.61484273855761	1352	COX10	COX10	1352	-0.659410856468166	-1.61484273855761	-0.955431882089446	340	1746		bottom	81
GPR12	0.0776755169386334	-1.0694920417333	2835	GPR12	GPR12	2835	0.0776755169386334	-1.0694920417333	-1.14716755867194	143	2177		bottom	235
ACOT4	-0.294247827798129	-1.19876627827279	122970	ACOT4	ACOT4	122970	-0.294247827798129	-1.19876627827279	-0.904518450474661	419	14730		bottom	180.5
ZNF324	0.15442463140686	-0.852486482369964	25799	ZNF324	ZNF324	25799	0.15442463140686	-0.852486482369964	-1.00691111377682	262	7584		bottom	321
RELL2	0.172913323847295	-0.911507120554413	285613	RELL2	RELL2	285613	0.172913323847295	-0.911507120554413	-1.08442044440171	191	13808		bottom	303
CXCR3	0.456116981017832	-0.610730332800244	2833	CXCR3	CXCR3	2833	0.456116981017832	-0.610730332800244	-1.06684731381808	210	9366		bottom	395
WDR19	-0.293548484756744	-1.47372629655015	57728	WDR19	WDR19	57728	-0.293548484756744	-1.47372629655015	-1.1801778117934	127	5722		bottom	112
LHX4	-0.411673882110744	-1.3299824841977	89884	LHX4	LHX4	89884	-0.411673882110744	-1.3299824841977	-0.918308602086956	399	14147		bottom	140
HIST1H2BL	-0.203127365202386	-1.17127408422816	8340	HIST1H2BL	HIST1H2BL	8340	-0.203127365202386	-1.17127408422816	-0.968146719025777	322	531		bottom	187
UBIAD1	-1.30404771275469	-2.25946234102506	29914	UBIAD1	UBIAD1	29914	-1.30404771275469	-2.25946234102506	-0.95541462827037	341	15035		bottom	25
hsa-mir-297	0.2002088946747	-0.936562333409489	100126354	hsa-mir-297	hsa-mir-297	100126354	0.2002088946747	-0.936562333409489	-1.13677122808419	154	1521		bottom	295
METTL14	-0.560534043777058	-1.49763917447262	57721	METTL14	METTL14	57721	-0.560534043777058	-1.49763917447262	-0.937105130695564	363	10395		bottom	110
MTX2	0.153564833035633	-0.738405300434087	10651	MTX2	MTX2	10651	0.153564833035633	-0.738405300434087	-0.891970133469721	442	5285		bottom	360
FAM200B	0.446641034180013	-0.535069682430889	285550	FAM200B	FAM200B	285550	0.446641034180013	-0.535069682430889	-0.981710716610902	294	8163		bottom	407
hsa-mir-423	0.0730646967999758	-1.11914553347041	494335	hsa-mir-423	hsa-mir-423	494335	0.0730646967999758	-1.11914553347041	-1.19221023027039	119	6866		bottom	212
HIST1H4D	-0.300493475825739	-1.20912344832838	8360	HIST1H4D	HIST1H4D	8360	-0.300493475825739	-1.20912344832838	-0.908629972502644	411	14345		bottom	175
MYADM	-0.178505040719324	-1.2219937552357	91663	MYADM	MYADM	91663	-0.178505040719324	-1.2219937552357	-1.04348871451638	227	5585		bottom	172
TBL1Y	0.747267718204111	-0.829525550224659	90665	TBL1Y	TBL1Y	90665	0.747267718204111	-0.829525550224659	-1.57679326842877	24	12647		bottom	326
XPO5	-1.38515334080107	-2.38096870002285	57510	XPO5	XPO5	57510	-1.38515334080107	-2.38096870002285	-0.995815359221781	277	4204		bottom	22
COL8A1	0.604523023826103	-0.363292970832381	1295	COL8A1	COL8A1	1295	0.604523023826103	-0.363292970832381	-0.967815994658484	324	12607		bottom	434
B3GNT3	0.170709333656262	-0.759348107531795	10331	B3GNT3	B3GNT3	10331	0.170709333656262	-0.759348107531795	-0.930057441188057	378	1198		bottom	355
RDX	0.361387787230178	-0.970451603076689	5962	RDX	RDX	5962	0.361387787230178	-0.970451603076689	-1.33183939030687	69	9159		bottom	276
LPHN2	-0.844751899730556	-1.86375752037164	23266	LPHN2	LPHN2	23266	-0.844751899730556	-1.86375752037164	-1.01900562064108	251	13017		bottom	53
ASPH	-0.0341860676334353	-1.06537963597593	444	ASPH	ASPH	444	-0.0341860676334353	-1.06537963597593	-1.0311935683425	239	720		bottom	237
TNFAIP3	0.570887953740426	-0.997943797121316	7128	TNFAIP3	TNFAIP3	7128	0.570887953740426	-0.997943797121316	-1.56883175086174	25	119		bottom	267
SH3D21	0.232714722533378	-0.984616556240957	79729	SH3D21	SH3D21	79729	0.232714722533378	-0.984616556240957	-1.21733127877433	108	11891		bottom	272
CENPH	-1.42556991916684	-2.59450917675729	64946	CENPH	CENPH	64946	-1.42556991916684	-2.59450917675729	-1.16893925759045	132	8375		bottom	13
NDEL1	0.140900971814356	-0.888622344071282	81565	NDEL1	NDEL1	81565	0.140900971814356	-0.888622344071282	-1.02952331588564	241	7100		bottom	309
SLC39A10	-0.034440374193939	-0.962150635899779	57181	SLC39A10	SLC39A10	57181	-0.034440374193939	-0.962150635899779	-0.92771026170584	382	9121		bottom	278
VPS13A	0.185077654324725	-1.19038915543371	23230	VPS13A	VPS13A	23230	0.185077654324725	-1.19038915543371	-1.37546680975843	56	1089		bottom	182
PSTK	-0.568314613544852	-1.51256568425863	118672	PSTK	PSTK	118672	-0.568314613544852	-1.51256568425863	-0.944251070713773	350	8556		bottom	105
STARD9	-0.0281042051406255	-1.19956591272561	57519	STARD9	STARD9	57519	-0.0281042051406255	-1.19956591272561	-1.17146170758499	131	7495		bottom	179
OR5M1	0.307438466894735	-1.15703297540172	390168	OR5M1	OR5M1	390168	0.307438466894735	-1.15703297540172	-1.46447144229646	37	4482		bottom	194
NAB2	-0.0542248191093215	-1.08982560353362	4665	NAB2	NAB2	4665	-0.0542248191093215	-1.08982560353362	-1.0356007844243	233	18087		bottom	227
P4HA1	0.259074808513215	-0.849135633234331	5033	P4HA1	P4HA1	5033	0.259074808513215	-0.849135633234331	-1.10821044174755	172	14066		bottom	322
RBM18	-0.690472586358269	-1.58704592186429	92400	RBM18	RBM18	92400	-0.690472586358269	-1.58704592186429	-0.896573335506021	436	11648		bottom	88
NDUFB4	-0.294090399927341	-1.26860102048587	4710	NDUFB4	NDUFB4	4710	-0.294090399927341	-1.26860102048587	-0.974510620558532	310	3845		bottom	161
USP17L13	-0.675819684538767	-1.83348564465768	100287238	USP17L13	USP17L13	100287238	-0.675819684538767	-1.83348564465768	-1.15766596011891	139	16581		bottom	54
OTUD6A	-0.0130913384396476	-1.02002893915163	139562	OTUD6A	OTUD6A	139562	-0.0130913384396476	-1.02002893915163	-1.00693760071198	261	10133		bottom	259
hsa-mir-1908	-1.67630407798735	-2.91333485644658	100302263	hsa-mir-1908	hsa-mir-1908	100302263	-1.67630407798735	-2.91333485644658	-1.23703077845923	101	17970		bottom	10
hsa-mir-1185-2	1.07944052556689	-0.466643819968015	100302209	hsa-mir-1185-2	hsa-mir-1185-2	100302209	1.07944052556689	-0.466643819968015	-1.54608434553491	27	4096		bottom	419
KCNJ9	0.121019648209258	-0.781090549082324	3765	KCNJ9	KCNJ9	3765	0.121019648209258	-0.781090549082324	-0.902110197291582	425	8086		bottom	349
COL4A3BP	-0.97593170052375	-1.9126875333181	10087	COL4A3BP	COL4A3BP	10087	-0.97593170052375	-1.9126875333181	-0.936755832794352	364	4736		bottom	50
ZNF474	0.160482576973146	-1.20097479247582	133923	ZNF474	ZNF474	133923	0.160482576973146	-1.20097479247582	-1.36145736944897	60	7923		bottom	178
C9orf69	0.158932517937695	-0.814256339958876	90120	C9orf69	C9orf69	90120	0.158932517937695	-0.814256339958876	-0.973188857896571	313	3719		bottom	334
CENPJ	0.148981260028458	-1.18486786992613	55835	CENPJ	CENPJ	55835	0.148981260028458	-1.18486786992613	-1.33384912995459	68	8018		bottom	183
C2orf62	-0.792558505646211	-1.77210418094585	375307	C2orf62	C2orf62	375307	-0.792558505646211	-1.77210418094585	-0.979545675299643	300	8515		bottom	57
C19orf80	-0.496745481517362	-1.98979514126875	55908	C19orf80	C19orf80	55908	-0.496745481517362	-1.98979514126875	-1.49304965975139	33	9190		bottom	44
RPS6KA2	0.0171399594320487	-0.956438961236768	6196	RPS6KA2	RPS6KA2	6196	0.0171399594320487	-0.956438961236768	-0.973578920668817	311	6897		bottom	281
PGD	-1.11165268989737	-3.60924529738786	5226	PGD	PGD	5226	-1.11165268989737	-3.60924529738786	-2.49759260749049	3	2667		bottom	2
MBD3L5	-1.28415730677243	-2.46146523494022	284428	MBD3L5	MBD3L5	284428	-1.28415730677243	-2.46146523494022	-1.17730792816779	130	7338		bottom	16
ELOVL7	-0.0247449365747328	-1.00415048358845	79993	ELOVL7	ELOVL7	79993	-0.0247449365747328	-1.00415048358845	-0.979405547013722	301	8222		bottom	265
SNCG	0.269222851260937	-0.662554260909299	6623	SNCG	SNCG	6623	0.269222851260937	-0.662554260909299	-0.931777112170235	375	14573		bottom	375
MBP	0.735763373800369	-0.163308201964816	4155	MBP	MBP	4155	0.735763373800369	-0.163308201964816	-0.899071575765185	431	17443		bottom	441
POTEM	-1.05673458266477	-3.53640240651893	641455	POTEM	POTEM	641455	-1.05673458266477	-3.53640240651893	-2.47966782385416	4	16588		bottom	3
GIGYF2	-0.38330659077836	-1.62207752646409	26058	GIGYF2	GIGYF2	26058	-0.38330659077836	-1.62207752646409	-1.23877093568573	99	13606		bottom	79
GAGE12J	0.243344131270625	-0.842814713273932	729396	GAGE12J	GAGE12J	729396	0.243344131270625	-0.842814713273932	-1.08615884454456	190	15552		bottom	323
SERPINB2	-0.0346099119009415	-1.13300586398599	5055	SERPINB2	SERPINB2	5055	-0.0346099119009415	-1.13300586398599	-1.09839595208505	179	17410		bottom	206
KRT18	0.183476128485362	-1.02258015383444	3875	KRT18	KRT18	3875	0.183476128485362	-1.02258015383444	-1.2060562823198	115	12031		bottom	258
HMMR	0.650994520299113	-0.744193130759272	3161	HMMR	HMMR	3161	0.650994520299113	-0.744193130759272	-1.39518765105838	46	16271		bottom	359
LIMS3L	-0.537283158245285	-1.5700632091996	100288695	LIMS3L	LIMS3L	100288695	-0.537283158245285	-1.5700632091996	-1.03278005095432	237	7330		bottom	92
hsa-mir-7978	0.297453906935909	-0.888317721422588	102465859	hsa-mir-7978	hsa-mir-7978	102465859	0.297453906935909	-0.888317721422588	-1.1857716283585	124	11484		bottom	311
KRTAP9-2	-0.841936362810693	-2.47365014088798	83899	KRTAP9-2	KRTAP9-2	83899	-0.841936362810693	-2.47365014088798	-1.63171377807728	18	3553		bottom	15
USP17L5	1.67545638945233	0.0331265707105323	728386	USP17L5	USP17L5	728386	1.67545638945233	0.0331265707105323	-1.6423298187418	17	8309		bottom	448
IGFN1	0.0474796403378644	0.14348107531795	91156	IGFN1	IGFN1	91156	0.0474796403378644	0.14348107531795	0.0960014349800855	9784	8364		none	1
SNX29	0.181635433380764	0.302436981189551	92017	SNX29	SNX29	92017	0.181635433380764	0.302436981189551	0.120801547808788	10195	13605		none	1
MOV10	-0.46725803033514	-0.266377275150407	4343	MOV10	MOV10	4343	-0.46725803033514	-0.266377275150407	0.200880755184732	11486	8779		none	1
CADM4	-0.188462353546668	-0.260364785621811	199731	CADM4	CADM4	199731	-0.188462353546668	-0.260364785621811	-0.0719024320751427	7027	2786		none	1
GFRA1	-0.550301232175835	-0.579201888660422	2674	GFRA1	GFRA1	2674	-0.550301232175835	-0.579201888660422	-0.0289006564845872	7745	11885		none	1
