	featureCounts HCT116 KO 47 A: Counts
ENSG00000205325	3.211274946
ENSG00000238212	0
ENSG00000226156	2.140849964
ENSG00000232058	1.070424982
ENSG00000259944	0
ENSG00000265163	3.211274946
ENSG00000109099	1462.200525
ENSG00000265110	0
ENSG00000279660	0
ENSG00000265445	2.140849964
ENSG00000230971	0
ENSG00000237377	0
ENSG00000125409	8.563399856
ENSG00000200437	0
ENSG00000279567	0
ENSG00000266667	1.070424982
ENSG00000239888	0
ENSG00000239704	3.211274946
ENSG00000259024	0
ENSG00000234324	0
ENSG00000175106	65.2959239
ENSG00000223878	0
ENSG00000266538	0
ENSG00000241322	3.211274946
ENSG00000283295	0
ENSG00000251537	1.070424982
ENSG00000252129	0
ENSG00000223544	0
ENSG00000221926	665.8043388
ENSG00000266261	8.563399856
ENSG00000108452	0
ENSG00000187607	351.0993941
ENSG00000255104	3.211274946
ENSG00000233966	348.9585441
ENSG00000214946	1.070424982
ENSG00000233002	2.140849964
ENSG00000267227	0
ENSG00000233193	0
ENSG00000227255	1.070424982
ENSG00000235430	2.140849964
ENSG00000251829	0
ENSG00000227018	2.140849964
ENSG00000179277	0
ENSG00000265519	0
ENSG00000276855	7.492974874
ENSG00000233090	0
ENSG00000237057	4.281699928
ENSG00000227790	3.211274946
ENSG00000170425	2089.469565
ENSG00000214941	397.1276683
ENSG00000011295	2366.709635
ENSG00000275413	9.633824838
ENSG00000141027	629.4098894
ENSG00000227782	8.563399856
ENSG00000243686	0
ENSG00000233979	0
ENSG00000252383	0
ENSG00000199674	1.070424982
ENSG00000239221	1.070424982
ENSG00000108474	388.5642685
ENSG00000221355	0
ENSG00000166582	1257.749354
ENSG00000170315	8416.751633
ENSG00000265401	0
ENSG00000265095	5.35212491
ENSG00000264739	1.070424982
ENSG00000187688	33.18317444
ENSG00000239203	0
ENSG00000175061	10887.29249
ENSG00000277108	0
ENSG00000277370	0
ENSG00000266651	35.32402441
ENSG00000277512	0
ENSG00000181350	29.9718995
ENSG00000141040	3.211274946
ENSG00000266803	2.140849964
ENSG00000235554	113.4650481
ENSG00000197566	80.28187365
ENSG00000264765	0
ENSG00000264359	1.070424982
ENSG00000231458	4.281699928
ENSG00000170160	13.91552477
ENSG00000266302	0
ENSG00000252446	1.070424982
ENSG00000276088	0
ENSG00000226478	16.05637473
ENSG00000188933	1.070424982
ENSG00000266129	0
ENSG00000272815	2.140849964
ENSG00000264673	0
ENSG00000266486	0
ENSG00000264729	0
ENSG00000264892	0
ENSG00000226145	0
ENSG00000227300	4.281699928
ENSG00000131885	2.140849964
ENSG00000205312	11.7746748
ENSG00000229749	0
ENSG00000283033	10.70424982
ENSG00000265853	0
ENSG00000128438	4.281699928
ENSG00000240505	3.211274946
ENSG00000230709	0
ENSG00000230969	1.070424982
ENSG00000260328	62.08464895
ENSG00000133030	7815.172793
ENSG00000225442	0
ENSG00000263624	0
ENSG00000206859	0
ENSG00000243370	0
ENSG00000278864	18.19722469
ENSG00000179598	528.7899411
ENSG00000264187	2.140849964
ENSG00000154803	341.4655692
ENSG00000266498	0
ENSG00000226359	6.422549892
ENSG00000141030	4570.714673
ENSG00000205309	58.87337401
ENSG00000215030	2520.850833
ENSG00000227158	1.070424982
ENSG00000230865	0
ENSG00000201741	0
ENSG00000141026	563.0435405
ENSG00000108551	4.281699928
ENSG00000133027	659.3817889
ENSG00000265511	10.70424982
ENSG00000206730	0
ENSG00000264666	0
ENSG00000279200	1.070424982
ENSG00000223979	1.070424982
ENSG00000273948	0
ENSG00000274836	0
ENSG00000108557	695.7762383
ENSG00000237328	3.211274946
ENSG00000226746	1.070424982
ENSG00000264167	0
ENSG00000072310	7859.060218
ENSG00000274111	0
ENSG00000207839	3.211274946
ENSG00000175662	565.1843905
ENSG00000197815	1.070424982
ENSG00000171962	49.23954917
ENSG00000171953	631.5507394
ENSG00000230273	0
ENSG00000232344	0
ENSG00000280198	1.070424982
ENSG00000141034	235.493496
ENSG00000108591	1179.60833
ENSG00000279428	0
ENSG00000091536	18.19722469
ENSG00000266677	0
ENSG00000091542	2539.048057
ENSG00000131899	1782.257595
ENSG00000177731	8438.160133
ENSG00000177427	294.36687
ENSG00000260647	2.140849964
ENSG00000177302	1142.143456
ENSG00000228000	0
ENSG00000237382	0
ENSG00000176994	553.4097157
ENSG00000176974	1803.666095
ENSG00000214860	0
ENSG00000264177	0
ENSG00000267441	0
ENSG00000275206	1.070424982
ENSG00000204471	0
ENSG00000220161	2.140849964
ENSG00000205266	2.140849964
ENSG00000266162	0
ENSG00000279999	0
ENSG00000186831	0
ENSG00000214856	3.211274946
ENSG00000229526	1.070424982
ENSG00000227919	0
ENSG00000267492	0
ENSG00000230662	4.281699928
ENSG00000171916	3.211274946
ENSG00000167494	1.070424982
ENSG00000273018	3.211274946
ENSG00000233327	1.070424982
ENSG00000213077	1.070424982
ENSG00000227689	0
ENSG00000154874	4.281699928
ENSG00000227077	22.47892462
ENSG00000276532	0
ENSG00000189375	5.35212491
ENSG00000262262	0
ENSG00000174977	188.3947968
ENSG00000249459	55.66209906
ENSG00000264885	29.9718995
ENSG00000240445	40.67614931
ENSG00000224126	149.8594975
ENSG00000108448	494.5363417
ENSG00000265693	0
ENSG00000171931	5.35212491
ENSG00000171928	1902.145193
ENSG00000265478	9.633824838
ENSG00000250111	0
ENSG00000141127	1297.355078
ENSG00000274747	0
ENSG00000264273	1.070424982
ENSG00000235672	1.070424982
ENSG00000212618	1.070424982
ENSG00000154025	2.140849964
ENSG00000196893	0
ENSG00000188522	1513.580925
ENSG00000263045	2.140849964
ENSG00000154016	0
ENSG00000279825	1.070424982
ENSG00000265185	3.211274946
ENSG00000262074	2.140849964
ENSG00000230197	0
ENSG00000265746	0
ENSG00000263394	0
ENSG00000228157	3.211274946
ENSG00000262202	6.422549892
ENSG00000277947	0
ENSG00000281000	0
ENSG00000189152	0
ENSG00000262319	0
ENSG00000266664	0
ENSG00000197665	0
ENSG00000262292	0
ENSG00000266311	0
ENSG00000261987	0
ENSG00000263934	9.633824838
ENSG00000264940	0
ENSG00000236022	0
ENSG00000263206	0
ENSG00000072134	965.5233337
ENSG00000281856	0
ENSG00000235397	1.070424982
ENSG00000265263	0
ENSG00000108641	161.6341723
ENSG00000221540	0
ENSG00000166484	266.5358205
ENSG00000166482	5.35212491
ENSG00000128482	2.140849964
ENSG00000265126	0
ENSG00000235979	10.70424982
ENSG00000227078	2.140849964
ENSG00000283675	0
ENSG00000189343	1647.384047
ENSG00000231477	0
ENSG00000142494	56.73252404
ENSG00000228331	3.211274946
ENSG00000266079	5.35212491
ENSG00000262769	3.211274946
ENSG00000228983	3.211274946
ENSG00000263107	2.140849964
ENSG00000266179	0
ENSG00000271900	0
ENSG00000227225	0
ENSG00000242752	0
ENSG00000228725	3.211274946
ENSG00000224254	1.070424982
ENSG00000231625	5.35212491
ENSG00000072210	5830.604877
ENSG00000264932	0
ENSG00000275982	0
ENSG00000252349	0
ENSG00000180638	17.12679971
ENSG00000262681	2.140849964
ENSG00000264785	2.140849964
ENSG00000108602	20.33807466
ENSG00000230607	0
ENSG00000083290	270.8175204
ENSG00000231096	0
ENSG00000279251	1.070424982
ENSG00000276406	0
ENSG00000270091	11.7746748
ENSG00000108599	768.5651371
ENSG00000266126	0
ENSG00000261033	4.281699928
ENSG00000128487	961.2416338
ENSG00000225681	1.070424982
ENSG00000225014	3.211274946
ENSG00000212186	0
ENSG00000263494	0
ENSG00000252971	0
ENSG00000154898	13.91552477
ENSG00000276577	0
ENSG00000266839	0
ENSG00000278701	0
ENSG00000214832	10.70424982
ENSG00000189423	5.35212491
ENSG00000237911	0
ENSG00000265556	1.070424982
ENSG00000230528	2.140849964
ENSG00000170298	0
ENSG00000229586	5.35212491
ENSG00000263976	0
ENSG00000230088	0
ENSG00000214822	1.070424982
ENSG00000266925	0
ENSG00000231645	3.211274946
ENSG00000205215	2.140849964
ENSG00000266042	0
ENSG00000260907	0
ENSG00000265916	0
ENSG00000264981	0
ENSG00000235203	0
ENSG00000267075	0
ENSG00000230339	0
ENSG00000263946	0
ENSG00000235323	0
ENSG00000264422	3.211274946
ENSG00000214819	2.140849964
ENSG00000231258	0
ENSG00000188013	3.211274946
ENSG00000232889	0
ENSG00000226096	0
ENSG00000235546	3.211274946
ENSG00000227685	0
ENSG00000266364	0
ENSG00000236504	1.070424982
ENSG00000264874	1.070424982
ENSG00000226521	7.492974874
ENSG00000187870	4.281699928
ENSG00000218454	0
ENSG00000213671	2.140849964
ENSG00000226549	46.02827422
ENSG00000264215	73.85932376
ENSG00000264662	0
ENSG00000226981	19.26764968
ENSG00000205212	2.140849964
ENSG00000266369	3.211274946
ENSG00000233098	18.19722469
ENSG00000252483	1.070424982
ENSG00000265790	0
ENSG00000265099	0
ENSG00000244456	0
ENSG00000264660	1.070424982
ENSG00000266009	0
ENSG00000263729	2.140849964
ENSG00000124422	6040.408173
ENSG00000263986	0
ENSG00000236819	0
ENSG00000109016	697.9170882
ENSG00000178307	1598.144498
ENSG00000235530	12.84509978
ENSG00000263815	0
ENSG00000274180	86.70442354
ENSG00000266563	14.98594975
ENSG00000034152	5120.913114
ENSG00000184185	299.718995
ENSG00000265881	2.140849964
ENSG00000265043	4.281699928
ENSG00000264023	0
ENSG00000244582	65.2959239
ENSG00000265265	0
ENSG00000212719	211.9441464
ENSG00000272780	0
ENSG00000266466	0
ENSG00000266673	0
ENSG00000266050	0
ENSG00000264245	0
ENSG00000263375	0
ENSG00000260157	0
ENSG00000264617	0
ENSG00000274748	0
ENSG00000260458	1.070424982
ENSG00000283566	36.39444939
ENSG00000265233	0
ENSG00000265019	0
ENSG00000263563	253.6907207
ENSG00000263725	0
ENSG00000263609	1.070424982
ENSG00000264956	1.070424982
ENSG00000266691	2.140849964
ENSG00000178130	0
ENSG00000264811	0
ENSG00000265567	1.070424982
ENSG00000264562	3.211274946
ENSG00000266806	0
ENSG00000276399	3.211274946
ENSG00000266746	0
ENSG00000261020	2.140849964
ENSG00000266885	2.140849964
ENSG00000266529	0
ENSG00000256618	8.563399856
ENSG00000243655	0
ENSG00000264168	1.070424982
ENSG00000263914	1.070424982
ENSG00000240103	1.070424982
ENSG00000241225	0
ENSG00000263483	0
ENSG00000264316	2.140849964
ENSG00000275480	0
ENSG00000264930	2.140849964
ENSG00000264262	0
ENSG00000265114	0
ENSG00000264431	0
ENSG00000264970	1.070424982
ENSG00000263433	0
ENSG00000264734	7.492974874
ENSG00000264172	0
ENSG00000266736	0
ENSG00000264837	0
ENSG00000265646	7.492974874
ENSG00000265246	2.140849964
ENSG00000239223	2.140849964
ENSG00000213664	1.070424982
ENSG00000265453	0
ENSG00000263583	0
ENSG00000109046	1492.172425
ENSG00000266313	2.140849964
ENSG00000265683	6.422549892
ENSG00000266356	1.070424982
ENSG00000266433	0
ENSG00000141068	196.9581967
ENSG00000265801	0
ENSG00000263368	4.281699928
ENSG00000266853	0
ENSG00000266728	0
ENSG00000266872	0
ENSG00000168961	3.211274946
ENSG00000264216	3.211274946
ENSG00000265788	4.281699928
ENSG00000265041	4.281699928
ENSG00000266771	0
ENSG00000264240	2.140849964
ENSG00000264689	0
ENSG00000263604	0
ENSG00000265833	0
ENSG00000266416	1.070424982
ENSG00000266786	2.140849964
ENSG00000007171	4.281699928
ENSG00000266202	0
ENSG00000266527	0
ENSG00000232859	25.69019957
ENSG00000260019	4.281699928
ENSG00000251818	0
ENSG00000266190	0
ENSG00000202389	0
ENSG00000087095	370.3670438
ENSG00000252283	0
ENSG00000240873	0
ENSG00000267644	0
ENSG00000237575	2.140849964
ENSG00000267259	3.211274946
ENSG00000266830	3.211274946
ENSG00000265060	0
ENSG00000263788	0
ENSG00000264486	0
ENSG00000260777	0
ENSG00000266306	2.140849964
ENSG00000264029	1.070424982
ENSG00000265480	2.140849964
ENSG00000109084	2193.300788
ENSG00000109083	235.493496
ENSG00000109079	1362.651002
ENSG00000004142	3842.825685
ENSG00000244045	250.4794458
ENSG00000258924	0
ENSG00000265618	0
ENSG00000274529	0
ENSG00000273171	0
ENSG00000004139	16.05637473
ENSG00000109072	1.070424982
ENSG00000277450	0
ENSG00000279532	0
ENSG00000076351	115.6058981
ENSG00000265254	0
ENSG00000265541	0
ENSG00000263870	1.070424982
ENSG00000258472	50.30997415
ENSG00000263266	468.8461421
ENSG00000007216	4.281699928
ENSG00000109101	2.140849964
ENSG00000109103	710.762188
ENSG00000087111	2276.793937
ENSG00000109107	740.7340875
ENSG00000265168	0
ENSG00000076382	3426.430367
ENSG00000227543	11.7746748
ENSG00000264608	25.69019957
ENSG00000265287	0
ENSG00000167524	23.5493496
ENSG00000007202	4039.783882
ENSG00000264044	0
ENSG00000132581	1117.523681
ENSG00000240494	0
ENSG00000109111	3973.417533
ENSG00000265205	0
ENSG00000167525	12.84509978
ENSG00000109113	4.281699928
ENSG00000198242	9554.613389
ENSG00000238423	0
ENSG00000264577	44.95784924
ENSG00000238578	0
ENSG00000238649	0
ENSG00000238597	0
ENSG00000160606	806.0300114
ENSG00000160602	62.08464895
ENSG00000267729	0
ENSG00000265073	0
ENSG00000076604	2988.62655
ENSG00000265474	1.070424982
ENSG00000265840	0
ENSG00000173065	677.5790136
ENSG00000243053	0
ENSG00000238516	0
ENSG00000264138	0
ENSG00000132591	1845.412669
ENSG00000264066	0
ENSG00000283364	0
ENSG00000132589	1866.821169
ENSG00000264304	1.070424982
ENSG00000266642	0
ENSG00000167536	137.0143977
ENSG00000109118	1091.833482
ENSG00000265845	1.070424982
ENSG00000265908	1.070424982
ENSG00000179761	7.492974874
ENSG00000063015	4.281699928
ENSG00000263613	0
ENSG00000238007	1.070424982
ENSG00000263781	14.98594975
ENSG00000196535	1833.637994
ENSG00000221995	23.5493496
ENSG00000263709	0
ENSG00000264050	0
ENSG00000178082	55.66209906
ENSG00000108255	1.070424982
ENSG00000108256	3119.218397
ENSG00000239256	1.070424982
ENSG00000266111	0
ENSG00000264808	3.211274946
ENSG00000222363	0
ENSG00000160551	1523.214749
ENSG00000253064	0
ENSG00000202205	0
ENSG00000264031	0
ENSG00000168792	332.9021694
ENSG00000167543	615.4943646
ENSG00000264290	2.140849964
ENSG00000108262	3086.035223
ENSG00000198720	1098.256032
ENSG00000264647	3.211274946
ENSG00000167549	821.0159612
ENSG00000264007	5.35212491
ENSG00000141298	488.1137918
ENSG00000263370	0
ENSG00000222858	0
ENSG00000265625	0
ENSG00000240531	1.070424982
ENSG00000263657	0
ENSG00000265713	0
ENSG00000252657	0
ENSG00000240074	0
ENSG00000263477	0
ENSG00000239129	0
ENSG00000176927	13.91552477
ENSG00000264435	0
ENSG00000207011	0
ENSG00000267482	0
ENSG00000265289	0
ENSG00000266876	5.35212491
ENSG00000265394	0
ENSG00000126653	1817.581619
ENSG00000266919	0
ENSG00000265739	2.140849964
ENSG00000266987	0
ENSG00000108576	7.492974874
ENSG00000264125	0
ENSG00000266120	1.070424982
ENSG00000252112	0
ENSG00000108578	3272.28917
ENSG00000222679	0
ENSG00000182271	2.140849964
ENSG00000207132	2.140849964
ENSG00000201255	1.070424982
ENSG00000108582	2734.935829
ENSG00000108587	1855.046494
ENSG00000264958	6.422549892
ENSG00000263860	0
ENSG00000279431	0
ENSG00000264242	1.070424982
ENSG00000266733	6.422549892
ENSG00000266775	0
ENSG00000259928	4.281699928
ENSG00000231870	1.070424982
ENSG00000231421	0
ENSG00000214719	4.281699928
ENSG00000248121	8.563399856
ENSG00000273609	0
ENSG00000264943	2.140849964
ENSG00000250462	174.4792721
ENSG00000241631	0
ENSG00000264538	267.6062455
ENSG00000279337	0
ENSG00000265443	1.070424982
ENSG00000263603	2.140849964
ENSG00000280069	4.281699928
ENSG00000176390	1704.116571
ENSG00000265791	1.070424982
ENSG00000266490	18.19722469
ENSG00000276250	1.070424982
ENSG00000242439	1.070424982
ENSG00000176208	477.409542
ENSG00000265334	1.070424982
ENSG00000212190	0
ENSG00000263531	1.070424982
ENSG00000172171	282.5921952
ENSG00000275185	0
ENSG00000184060	475.268692
ENSG00000230113	4.281699928
ENSG00000266274	4.281699928
ENSG00000265743	26.76062455
ENSG00000181481	200.1694716
ENSG00000264456	20.33807466
ENSG00000264743	0
ENSG00000266340	0
ENSG00000264148	0
ENSG00000266865	4.281699928
ENSG00000265798	2.140849964
ENSG00000264107	1.070424982
ENSG00000265444	0
ENSG00000196712	359.6627939
ENSG00000266371	5.35212491
ENSG00000126861	2.140849964
ENSG00000185862	5.35212491
ENSG00000265118	0
ENSG00000126860	6.422549892
ENSG00000263535	24.61977459
ENSG00000131242	454.9306173
ENSG00000239595	0
ENSG00000264862	0
ENSG00000278977	0
ENSG00000207614	0
ENSG00000278546	0
ENSG00000221038	0
ENSG00000228768	0
ENSG00000265976	0
ENSG00000266877	2.140849964
ENSG00000266448	0
ENSG00000202026	1.070424982
ENSG00000265863	1.070424982
ENSG00000263567	0
ENSG00000265046	0
ENSG00000172301	1212.791505
ENSG00000108651	3074.260548
ENSG00000263990	6.422549892
ENSG00000178691	3233.753871
ENSG00000253058	0
ENSG00000264300	0
ENSG00000185158	112.3946231
ENSG00000264497	3.211274946
ENSG00000266777	6.422549892
ENSG00000278867	6.422549892
ENSG00000264164	0
ENSG00000266379	2.140849964
ENSG00000263369	1.070424982
ENSG00000265574	2.140849964
ENSG00000277511	3.211274946
ENSG00000214708	0
ENSG00000126858	1029.748833
ENSG00000265293	0
ENSG00000280033	1.070424982
ENSG00000280020	2.140849964
ENSG00000266282	13.91552477
ENSG00000141314	84.56357358
ENSG00000263674	1.070424982
ENSG00000265794	0
ENSG00000108666	584.4520402
ENSG00000265139	0
ENSG00000263749	0
ENSG00000010244	4552.517448
ENSG00000274341	1.070424982
ENSG00000278668	0
ENSG00000266385	0
ENSG00000279762	4.281699928
ENSG00000264083	0
ENSG00000264373	0
ENSG00000108671	7451.2283
ENSG00000202100	0
ENSG00000176749	215.1554214
ENSG00000176658	1773.694195
ENSG00000266718	6.422549892
ENSG00000280245	0
ENSG00000265222	2.140849964
ENSG00000263717	0
ENSG00000279781	0
ENSG00000266599	0
ENSG00000265337	0
ENSG00000264458	0
ENSG00000201178	0
ENSG00000226377	2.140849964
ENSG00000236377	2.140849964
ENSG00000006042	1347.665052
ENSG00000141316	3.211274946
ENSG00000108684	1.070424982
ENSG00000264598	0
ENSG00000280349	0
ENSG00000266535	0
ENSG00000265544	0
ENSG00000265697	2.140849964
ENSG00000265125	5.35212491
ENSG00000265115	1.070424982
ENSG00000264643	0
ENSG00000265689	3.211274946
ENSG00000283381	1.070424982
ENSG00000283417	0
ENSG00000279668	3.211274946
ENSG00000265356	1.070424982
ENSG00000263435	2.140849964
ENSG00000279674	5.35212491
ENSG00000226049	72.78889877
ENSG00000263485	0
ENSG00000265775	2.140849964
ENSG00000252370	1.070424982
ENSG00000264791	0
ENSG00000263571	1.070424982
ENSG00000261156	0
ENSG00000264990	2.140849964
ENSG00000108691	2.140849964
ENSG00000108688	1.070424982
ENSG00000172156	0
ENSG00000108700	4.281699928
ENSG00000265614	0
ENSG00000181374	1.070424982
ENSG00000108702	0
ENSG00000225582	0
ENSG00000197322	3.211274946
ENSG00000181291	0
ENSG00000278860	2.140849964
ENSG00000264174	1.070424982
ENSG00000264622	1.070424982
ENSG00000132141	46.02827422
ENSG00000198783	456.0010423
ENSG00000005156	1186.03088
ENSG00000092871	999.7769332
ENSG00000267618	0
ENSG00000273687	0
ENSG00000267457	0
ENSG00000243423	0
ENSG00000185379	567.3252404
ENSG00000253084	0
ENSG00000252328	0
ENSG00000073598	8.563399856
ENSG00000073536	1680.567222
ENSG00000141161	10.70424982
ENSG00000267782	1.070424982
ENSG00000266981	0
ENSG00000267744	0
ENSG00000164729	0
ENSG00000266947	21.40849964
ENSG00000166750	760.0017372
ENSG00000267364	1.070424982
ENSG00000267271	0
ENSG00000172716	6.422549892
ENSG00000267315	0
ENSG00000267711	1.070424982
ENSG00000267547	1.070424982
ENSG00000267745	0
ENSG00000267648	0
ENSG00000267102	0
ENSG00000172123	2.140849964
ENSG00000154760	7.492974874
ENSG00000267312	3.211274946
ENSG00000205045	3.211274946
ENSG00000267554	1.070424982
ENSG00000267349	0
ENSG00000267046	1.070424982
ENSG00000267369	4.281699928
ENSG00000267074	0
ENSG00000255987	0
ENSG00000267035	0
ENSG00000236320	0
ENSG00000267359	0
ENSG00000267625	1.070424982
ENSG00000242660	48.16912419
ENSG00000267321	141.2960976
ENSG00000207297	1.070424982
ENSG00000108733	261.1836956
ENSG00000006125	8591.230905
ENSG00000267592	0
ENSG00000270647	5592.970531
ENSG00000270885	4.281699928
ENSG00000270765	1.070424982
ENSG00000271447	8.563399856
ENSG00000271392	1.070424982
ENSG00000270806	0
ENSG00000270829	0
ENSG00000270871	0
ENSG00000270894	0
ENSG00000270379	0
ENSG00000271268	0
ENSG00000270240	0
ENSG00000271503	0
ENSG00000271394	0
ENSG00000270977	0
ENSG00000271013	0
ENSG00000278023	87.77484852
ENSG00000275722	0
ENSG00000273736	0
ENSG00000275152	1.070424982
ENSG00000276409	0
ENSG00000275688	0
ENSG00000275431	0
ENSG00000275718	0
ENSG00000275944	0
ENSG00000278690	0
ENSG00000274736	0
ENSG00000275385	0
ENSG00000277089	0
ENSG00000277632	0
ENSG00000275302	0
ENSG00000276014	0
ENSG00000276241	0
ENSG00000282738	0
ENSG00000274808	0
ENSG00000274767	0
ENSG00000276085	0
ENSG00000276070	0
ENSG00000278097	0
ENSG00000276755	0
ENSG00000278395	0
ENSG00000274933	2.140849964
ENSG00000261499	7.492974874
ENSG00000265889	0
ENSG00000260287	0
ENSG00000274226	0
ENSG00000277029	0
ENSG00000275954	0
ENSG00000274658	0
ENSG00000273611	580.1703402
ENSG00000274164	0
ENSG00000278259	2793.809203
ENSG00000277161	4.281699928
ENSG00000278311	1998.483441
ENSG00000274756	0
ENSG00000278535	134.8735477
ENSG00000278619	138.0848227
ENSG00000275720	0
ENSG00000276508	0
ENSG00000275613	0
ENSG00000277268	0
ENSG00000273706	1.070424982
ENSG00000276707	0
ENSG00000275700	3826.769311
ENSG00000277911	0
ENSG00000277589	0
ENSG00000276326	0
ENSG00000277579	0
ENSG00000278638	0
ENSG00000278540	1825.074594
ENSG00000274308	0
ENSG00000275029	0
ENSG00000276810	0
ENSG00000278505	0
ENSG00000276054	0
ENSG00000276234	414.254468
ENSG00000273965	0
ENSG00000275839	0
ENSG00000276023	116.676323
ENSG00000275066	283.6626202
ENSG00000278053	1421.524376
ENSG00000277688	0
ENSG00000274620	0
ENSG00000277501	0
ENSG00000274244	0
ENSG00000275410	180.901822
ENSG00000275173	0
ENSG00000276715	1.070424982
ENSG00000277341	0
ENSG00000273513	1.070424982
ENSG00000277488	0
ENSG00000274512	18.19722469
ENSG00000274419	13.91552477
ENSG00000278299	0
ENSG00000274615	5.35212491
ENSG00000275006	0
ENSG00000278599	2.140849964
ENSG00000274663	0
ENSG00000274611	0
ENSG00000274487	25.69019957
ENSG00000274284	0
ENSG00000278845	1566.031749
ENSG00000277399	1.070424982
ENSG00000274211	142.3665226
ENSG00000275832	371.4374687
ENSG00000276170	0
ENSG00000277363	48.16912419
ENSG00000274996	0
ENSG00000273604	0
ENSG00000275238	0
ENSG00000277969	0
ENSG00000275532	0
ENSG00000275023	612.2830897
ENSG00000275665	0
ENSG00000273627	0
ENSG00000279119	0
ENSG00000277972	587.6633151
ENSG00000276036	0
ENSG00000277258	715.043888
ENSG00000277182	0
ENSG00000277791	6617.367239
ENSG00000274607	0
ENSG00000276293	229.0709461
ENSG00000273559	526.6490911
ENSG00000274054	0
ENSG00000275489	0
ENSG00000125691	36450.11149
ENSG00000252699	0
ENSG00000199293	0
ENSG00000244086	14.98594975
ENSG00000002834	7021.987882
ENSG00000263466	0
ENSG00000277057	0
ENSG00000265784	0
ENSG00000263874	16.05637473
ENSG00000204952	2.140849964
ENSG00000265428	0
ENSG00000266588	2.140849964
ENSG00000277426	0
ENSG00000266013	0
ENSG00000214553	11.7746748
ENSG00000266048	0
ENSG00000263818	5.35212491
ENSG00000161381	13.91552477
ENSG00000141748	0
ENSG00000280177	0
ENSG00000266101	0
ENSG00000067191	141.2960976
ENSG00000108298	45471.65323
ENSG00000141750	4.281699928
ENSG00000265460	1.070424982
ENSG00000108306	187.3243718
ENSG00000266469	475.268692
ENSG00000125686	1458.98925
ENSG00000167258	2044.511716
ENSG00000222777	1.070424982
ENSG00000273576	17.12679971
ENSG00000171532	2.140849964
ENSG00000214546	1.070424982
ENSG00000131771	6.422549892
ENSG00000131748	1299.495928
ENSG00000173991	19.26764968
ENSG00000141744	0
ENSG00000161395	244.0568959
ENSG00000141736	2098.032965
ENSG00000265178	0
ENSG00000141741	833.861061
ENSG00000141738	724.6777128
ENSG00000161405	35.32402441
ENSG00000264663	0
ENSG00000226117	0
ENSG00000186075	2.140849964
ENSG00000073605	168.0567222
ENSG00000172057	678.6494386
ENSG00000264968	3.211274946
ENSG00000204913	0
ENSG00000167914	6.422549892
ENSG00000108344	7555.059523
ENSG00000265799	0
ENSG00000108342	2.140849964
ENSG00000008838	3524.909466
ENSG00000238793	0
ENSG00000126351	320.0570696
ENSG00000126368	1093.974332
ENSG00000279199	1.070424982
ENSG00000188895	2000.624291
ENSG00000108349	2454.484484
ENSG00000108352	164.8454472
ENSG00000274621	0
ENSG00000171475	1159.270255
ENSG00000094804	5662.548155
ENSG00000131759	624.0577645
ENSG00000265666	4.281699928
ENSG00000278918	2.140849964
ENSG00000266208	50.30997415
ENSG00000183153	0
ENSG00000264655	3.211274946
ENSG00000252618	0
ENSG00000278346	0
ENSG00000131747	6148.521096
ENSG00000222881	2.140849964
ENSG00000240125	3.211274946
ENSG00000141753	2.140849964
ENSG00000279806	0
ENSG00000131746	67.43677386
ENSG00000266088	2.140849964
ENSG00000126353	0
ENSG00000279775	1.070424982
ENSG00000073584	2076.624465
ENSG00000264058	0
ENSG00000278834	18.19722469
ENSG00000213424	55.66209906
ENSG00000224244	3.211274946
ENSG00000167916	1.070424982
ENSG00000229028	0
ENSG00000204897	2.140849964
ENSG00000186393	2.140849964
ENSG00000171446	4.281699928
ENSG00000173908	1.070424982
ENSG00000264488	1.070424982
ENSG00000186395	649.7479641
ENSG00000167920	397.1276683
ENSG00000265359	3.211274946
ENSG00000187242	0
ENSG00000171431	0
ENSG00000234477	0
ENSG00000108244	2.140849964
ENSG00000196859	0
ENSG00000204889	0
ENSG00000212899	0
ENSG00000212900	0
ENSG00000226776	0
ENSG00000212901	0
ENSG00000221852	0
ENSG00000204887	0
ENSG00000221880	0
ENSG00000188581	0
ENSG00000212725	0
ENSG00000214518	0
ENSG00000212724	0
ENSG00000213417	0
ENSG00000237230	0
ENSG00000240871	0
ENSG00000204880	0
ENSG00000241241	1.070424982
ENSG00000212722	0
ENSG00000212721	0
ENSG00000213416	0
ENSG00000198090	5.35212491
ENSG00000198271	3.211274946
ENSG00000171396	2.140849964
ENSG00000196156	4.281699928
ENSG00000244537	1.070424982
ENSG00000198443	0
ENSG00000251439	0
ENSG00000240542	1.070424982
ENSG00000248807	0
ENSG00000239886	0
ENSG00000204873	0
ENSG00000187272	0
ENSG00000241595	0
ENSG00000198083	0
ENSG00000212659	0
ENSG00000229351	0
ENSG00000180386	0
ENSG00000237183	0
ENSG00000212658	0
ENSG00000212657	0
ENSG00000186860	0
ENSG00000233014	0
ENSG00000108516	0
ENSG00000006059	0
ENSG00000131738	0
ENSG00000131737	3.211274946
ENSG00000094796	0
ENSG00000234859	0
ENSG00000225438	0
ENSG00000108417	0
ENSG00000171360	3.211274946
ENSG00000236473	1.070424982
ENSG00000108759	8.563399856
ENSG00000223125	0
ENSG00000197079	1.070424982
ENSG00000126337	0
ENSG00000171401	3.211274946
ENSG00000229732	0
