id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
OR1A2	3	0.02483	0.035041	0.701607	945	1	-0.32623	0.78517	0.77609	1.0	16586	0	0
HNF4A	3	0.024876	0.035041	0.701607	946	2	-0.42435	0.59752	0.55956	0.952723	12613	0	0
ANO5	3	0.024923	0.035041	0.701607	947	1	-1.4439	0.94406	0.94742	1.0	20039	0	0
CHEK1	3	0.024969	0.035041	0.701607	948	1	-0.64993	0.9235	0.9268	1.0	19602	0	0
ACRC	3	0.025029	0.035041	0.701607	949	2	-0.86623	0.14375	0.17029	0.894252	3829	1	0.38142
GABRG3	3	0.025062	0.035041	0.701607	950	1	-0.38749	0.43833	0.39834	0.924439	9255	0	0
CBX2	3	0.025094	0.035041	0.701607	951	2	-0.57215	0.64246	0.598	0.953645	13621	0	0
LRRIQ1	3	0.025109	0.035041	0.701607	952	1	-0.57443	0.88313	0.88624	1.0	18733	0	0
TMEM74B	3	0.025155	0.035041	0.701607	953	2	-0.49132	0.41537	0.3792	0.924439	8744	1	0.3683
NUDT2	3	0.025215	0.035041	0.701607	954	2	-0.33686	0.76919	0.75576	1.0	16244	0	0
PCDHA1	3	0.025248	0.035041	0.701607	955	1	-1.097	0.93197	0.93492	1.0	19788	0	0
hsa-mir-566	1	0.025275	0.012889	0.599692	956	1	-1.6215	0.97473	0.98711	1.0	20708	0	0
RRBP1	3	0.025321	0.035041	0.701607	957	2	-0.40698	0.54846	0.51117	0.945641	11584	0	0
TNXB	3	0.025329	0.035041	0.701607	958	2	-0.86818	0.19647	0.20231	0.894252	4692	1	0.44205
GRHPR	3	0.025337	0.035041	0.701607	959	2	-0.51436	0.26545	0.25122	0.894252	5910	1	0.73426
AGBL3	3	0.025341	0.035041	0.701607	960	1	-0.43425	0.21601	0.2151	0.894252	5036	1	0.31029
PLEKHM1	3	0.025387	0.035041	0.701607	961	1	-0.51282	0.87921	0.88204	1.0	18644	0	0
hsa-mir-4449	4	0.025399	0.034709	0.701607	962	1	-1.0336	0.26393	0.27594	0.894252	5886	1	0.37781
hsa-mir-6888	4	0.025452	0.034709	0.701607	963	2	-0.5866	0.9959	0.99633	1.0	21218	0	0
C11orf48	3	0.025459	0.035041	0.701607	964	2	-0.81874	0.54585	0.50749	0.945641	11525	0	0
FBXO48	3	0.025475	0.035041	0.701607	965	2	-0.49381	0.81684	0.81435	1.0	17256	0	0
CA4	3	0.02548	0.035041	0.701607	966	1	-0.7998	0.92788	0.92991	1.0	19696	0	0
ZNF831	3	0.025491	0.035041	0.701607	967	2	-0.59417	0.87026	0.87031	1.0	18449	0	0
TMEM35	3	0.025526	0.035041	0.701607	968	1	-0.83185	0.8192	0.8153	1.0	17306	0	0
DDX43	3	0.025548	0.035041	0.701607	969	2	-0.48353	0.90286	0.90448	1.0	19152	0	0
SPATA9	3	0.025556	0.035041	0.701607	970	2	-0.34126	0.98711	0.98816	1.0	20997	0	0
GAGE12J	1	0.025558	0.014838	0.653355	971	1	-0.41794	0.97444	0.98516	1.0	20702	0	0
ZNF280B	3	0.025619	0.035041	0.701607	972	1	-0.71263	0.44562	0.40252	0.924439	9419	0	0
KDM1B	3	0.025665	0.035041	0.701607	973	1	-0.82721	0.29916	0.27701	0.894252	6532	1	0.29746
C15orf57	3	0.025679	0.035041	0.701607	974	2	-1.0331	0.41794	0.38349	0.924439	8797	1	0.26017
CTDNEP1	3	0.025695	0.035041	0.701607	975	2	-0.65088	0.40521	0.36442	0.924439	8547	1	0.48472
HFE2	3	0.025703	0.035041	0.701607	976	2	-0.45819	0.86534	0.86574	1.0	18321	0	0
PADI1	3	0.025711	0.035041	0.701607	977	2	-0.38514	0.11309	0.14247	0.894252	3319	1	0.82197
ZNRF3	3	0.025712	0.035041	0.701607	978	1	-0.49706	0.11861	0.14247	0.894252	3407	1	0.51961
CAPN15	3	0.025758	0.035041	0.701607	979	1	-0.54689	0.18433	0.19802	0.894252	4490	1	0.48716
IRF3	3	0.025793	0.035041	0.701607	980	2	-0.27158	0.57945	0.53306	0.945641	12231	0	0
VAT1	3	0.025805	0.035041	0.701607	981	1	-0.62672	0.17399	0.19375	0.894252	4310	1	0.46731
NonTargetingControlGuideForHuman_0643	1	0.025841	0.014838	0.653355	982	1	-0.70482	0.97416	0.98516	1.0	20699	0	0
GIPC2	3	0.02585	0.035041	0.701607	983	2	-0.75051	0.60514	0.56636	0.952723	12788	0	0
ZNF276	3	0.025851	0.035041	0.701607	984	1	-0.55614	0.79523	0.79115	1.0	16805	0	0
RAPH1	3	0.025897	0.035041	0.701607	985	1	-0.83531	0.74835	0.73431	1.0	15803	0	0
CPSF4	3	0.025944	0.035041	0.701607	986	1	-0.79214	0.7206	0.7036	0.998736	15227	0	0
hsa-mir-6817	4	0.025946	0.034709	0.701607	987	2	-0.44303	0.39294	0.36512	0.924439	8284	1	0.35374
PKHD1L1	3	0.025957	0.035041	0.701607	988	2	-0.6681	0.2757	0.25766	0.894252	6089	1	0.25809
NonTargetingControlGuideForHuman_0266	1	0.025983	0.014838	0.653355	989	1	-0.76833	0.97402	0.98516	1.0	20697	0	0
TFAP2A	3	0.02599	0.035041	0.701607	990	2	-0.38482	0.1251	0.14892	0.894252	3515	1	0.76447
AFAP1L1	3	0.02608	0.035041	0.701607	991	2	-0.50219	0.52187	0.48287	0.945641	11020	0	0
TMEM246	3	0.026083	0.035041	0.701607	992	1	-0.40876	0.08264	0.11681	0.871657	2811	1	0.5657
SULT1C2	3	0.026129	0.035041	0.701607	993	1	-0.86448	0.19099	0.19802	0.894252	4608	1	0.38815
SLC17A6	3	0.026146	0.035041	0.701607	994	2	-1.1835	0.99492	0.99525	1.0	21183	0	0
HDAC4	3	0.026162	0.035041	0.701607	995	2	-0.36658	0.91787	0.92142	1.0	19483	0	0
NPC2	3	0.026176	0.035041	0.701607	996	1	-0.71409	0.946	0.94989	1.0	20098	0	0
hsa-mir-1184-1	4	0.026201	0.035285	0.701607	997	1	-0.72977	0.82173	0.80708	1.0	17367	0	0
WDR72	3	0.026222	0.035041	0.701607	998	1	-0.56583	0.59592	0.55431	0.952723	12580	0	0
OLFM2	3	0.026268	0.035041	0.701607	999	1	-0.48688	0.29994	0.27701	0.894252	6548	1	0.33604
GPR114	3	0.026315	0.035041	0.701607	1000	1	-0.977	0.79271	0.78907	1.0	16751	0	0
C2orf15	3	0.026327	0.035041	0.701607	1001	2	-0.37523	0.99434	0.99482	1.0	21164	0	0
LECT1	3	0.026335	0.035041	0.701607	1002	2	-0.53602	0.99807	0.99827	1.0	21274	0	0
NCR3LG1	3	0.026344	0.035041	0.701607	1003	2	-0.45385	0.9739	0.97661	1.0	20695	0	0
TUBG2	3	0.026361	0.035536	0.701607	1004	1	-1.5903	0.10855	0.13819	0.894252	3249	1	0.5428
AP5S1	3	0.026368	0.035536	0.701607	1005	2	-0.30846	0.91913	0.92415	1.0	19514	0	0
hsa-mir-4330	4	0.026448	0.035286	0.701607	1006	1	-0.66951	0.033951	0.056519	0.743008	1327	1	0.87468
AVP	3	0.026454	0.036032	0.701607	1007	1	-1.0172	0.48255	0.44366	0.932547	10185	0	0
LIN52	3	0.0265	0.036032	0.701607	1008	1	-0.73253	0.31809	0.28977	0.894252	6868	1	0.3414
S100A16	3	0.026551	0.036032	0.701607	1009	2	-0.43267	0.64608	0.60125	0.953645	13702	0	0
UBE2I	3	0.026567	0.036032	0.701607	1010	2	-0.44578	0.9954	0.99541	1.0	21198	0	0
SRGAP1	3	0.026625	0.036032	0.701607	1011	2	-0.38525	0.040112	0.053421	0.736447	1537	1	0.89082
CRYAB	3	0.026658	0.036032	0.701607	1012	2	-0.49695	0.62013	0.58647	0.952723	13109	0	0
C1QTNF1	3	0.026686	0.036032	0.701607	1013	1	-1.4238	0.5959	0.55431	0.952723	12579	0	0
P2RY10	3	0.026725	0.036032	0.701607	1014	2	-0.51141	0.105	0.13605	0.894252	3191	1	0.51439
DCLK1	3	0.026732	0.036032	0.701607	1015	1	-0.8482	0.0021509	0.0028385	0.365516	164	2	0.55248
TMEM150B	3	0.02675	0.036032	0.701607	1016	2	-0.43173	0.99825	0.99839	1.0	21280	0	0
SOX4	3	0.026778	0.036032	0.701607	1017	1	-0.52245	0.037832	0.05198	0.736447	1456	2	0.34208
BIN3	3	0.026871	0.036032	0.701607	1018	1	-0.66034	0.4867	0.44568	0.932547	10262	0	0
PLCB4	3	0.026958	0.036032	0.701607	1019	2	-0.58652	0.992	0.99288	1.0	21105	0	0
hsa-mir-4700	4	0.027005	0.035884	0.701607	1020	2	-0.52152	0.82352	0.80708	1.0	17404	0	0
VPS28	3	0.027042	0.036032	0.701607	1021	2	-0.51754	0.98763	0.98906	1.0	21006	0	0
ZNF503	3	0.027103	0.036504	0.701607	1022	1	-2.4042	0.37504	0.33451	0.901558	7934	1	0.50109
KLKB1	3	0.027149	0.036504	0.701607	1023	1	-0.8367	0.085178	0.11681	0.871657	2856	1	0.70901
CYP27B1	3	0.027192	0.036504	0.701607	1024	2	-0.43977	0.99636	0.99604	1.0	21229	0	0
NUTM2A	3	0.027195	0.036504	0.701607	1025	1	-0.63523	0.38544	0.33877	0.901558	8143	1	0.48864
SACM1L	3	0.027209	0.036504	0.701607	1026	2	-0.49265	0.75751	0.74291	1.0	15999	0	0
EXOC2	3	0.027242	0.036504	0.701607	1027	1	-0.65083	0.39909	0.35147	0.91074	8414	1	0.37653
HDAC5	3	0.027285	0.036504	0.701607	1028	2	-0.47921	0.73046	0.71406	0.999836	15426	0	0
NEDD4	3	0.027288	0.036504	0.701607	1029	2	-0.56034	0.81425	0.81141	1.0	17207	0	0
hsa-let-7a-2	4	0.027311	0.037107	0.701607	1030	1	-0.91014	0.91014	0.91024	1.0	19301	0	0
NonTargetingControlGuideForHuman_0175	1	0.02732	0.014839	0.653355	1031	1	-0.36428	0.97268	0.98516	1.0	20680	0	0
SRRD	3	0.027327	0.036504	0.701607	1032	2	-0.4189	0.99396	0.99424	1.0	21156	0	0
STAC	3	0.027335	0.036504	0.701607	1033	2	-0.27719	0.30484	0.27912	0.894252	6633	1	0.28644
CDC42BPG	3	0.027352	0.036504	0.701607	1034	2	-0.41907	0.78287	0.77057	1.0	16533	0	0
PSMD13	3	0.027386	0.038932	0.701607	1035	2	-1.3442	0.23282	0.2236	0.894252	5329	1	0.3687
SKIV2L2	3	0.027402	0.038932	0.701607	1036	2	-0.57557	0.95085	0.95392	1.0	20200	0	0
RAB39B	3	0.027411	0.038932	0.701607	1037	2	-0.63055	0.45405	0.40884	0.924439	9583	0	0
SLC1A1	3	0.027427	0.038932	0.701607	1038	1	-0.95621	0.0021931	0.0028389	0.365516	166	2	0.92008
USPL1	3	0.02747	0.038932	0.701607	1039	2	-0.43295	0.76281	0.74529	1.0	16107	0	0
JUP	3	0.027503	0.038932	0.701607	1040	2	-0.38899	0.99357	0.99403	1.0	21147	0	0
LRRC37A	3	0.02752	0.038932	0.701607	1041	1	-1.3935	0.59819	0.563	0.952723	12626	0	0
TESK2	3	0.027566	0.038932	0.701607	1042	1	-0.66031	0.37508	0.33451	0.901558	7935	1	0.43634
CHAF1B	3	0.027605	0.038932	0.701607	1043	2	-0.35067	0.054371	0.083078	0.853894	2016	1	0.43422
CA8	3	0.027613	0.038932	0.701607	1044	2	-0.34287	0.95656	0.96055	1.0	20322	0	0
GPR116	3	0.027621	0.038932	0.701607	1045	2	-0.80312	0.15189	0.17878	0.894252	3953	1	0.8286
TERF1	3	0.027659	0.038932	0.701607	1046	2	-0.5287	0.87962	0.88347	1.0	18653	0	0
hsa-mir-632	4	0.027756	0.037107	0.701607	1047	2	-0.67321	0.31429	0.30955	0.896789	6808	1	0.58497
CLTB	3	0.027798	0.038932	0.701607	1048	1	-1.1483	0.82575	0.82479	1.0	17456	0	0
ADAMTS13	3	0.027807	0.038932	0.701607	1049	2	-0.34623	0.99343	0.99403	1.0	21146	0	0
WDR27	3	0.027841	0.038932	0.701607	1050	2	-0.75289	0.97568	0.97759	1.0	20729	0	0
PUF60	3	0.02785	0.038932	0.701607	1051	2	-1.2744	0.91325	0.91468	1.0	19371	0	0
RETSAT	3	0.027858	0.038932	0.701607	1052	2	-0.36261	0.93853	0.94237	1.0	19927	0	0
VAX2	3	0.02789	0.038932	0.701607	1053	1	-0.68074	0.51785	0.47711	0.945641	10937	0	0
PLBD1	3	0.027918	0.038932	0.701607	1054	2	-0.47281	0.45723	0.4109	0.924439	9644	0	0
ZNF83	3	0.027937	0.038932	0.701607	1055	1	-0.93611	0.85088	0.84782	1.0	18004	0	0
GPR62	3	0.027983	0.038932	0.701607	1056	1	-0.3746	0.34962	0.30688	0.896789	7453	1	0.4803
FCN2	3	0.028028	0.038932	0.701607	1057	2	-0.43745	0.82805	0.82756	1.0	17500	0	0
CACNB3	3	0.028054	0.038932	0.701607	1058	2	-0.34923	0.3015	0.27701	0.894252	6574	1	0.31625
MSH6	3	0.028122	0.038932	0.701607	1059	1	-0.47605	0.84988	0.84518	1.0	17982	0	0
ULK2	3	0.028168	0.038932	0.701607	1060	1	-0.99161	0.74123	0.72681	1.0	15662	0	0
HRC	3	0.028181	0.038932	0.701607	1061	2	-0.62582	0.88805	0.89692	1.0	18847	0	0
PLIN3	3	0.028214	0.038932	0.701607	1062	1	-0.46917	0.1677	0.18946	0.894252	4205	1	0.41988
hsa-mir-607	4	0.028222	0.04092	0.701607	1063	2	-0.7589	0.99561	0.99596	1.0	21208	0	0
FOPNL	3	0.028261	0.03941	0.701607	1064	1	-0.50847	0.96637	0.96948	1.0	20547	0	0
SMC2	3	0.028275	0.03941	0.701607	1065	2	-0.62017	0.97197	0.9736	1.0	20665	0	0
DCAF16	3	0.028352	0.03941	0.701607	1066	2	-0.43986	0.5321	0.49241	0.945641	11245	0	0
GAGE1	3	0.0284	0.03941	0.701607	1067	1	-0.1843	0.12726	0.15106	0.894252	3548	1	0.13224
KIAA1279	3	0.028403	0.03941	0.701607	1068	2	-0.435	0.94013	0.94368	1.0	19967	0	0
VENTX	3	0.028412	0.03941	0.701607	1069	2	-0.39005	0.84089	0.83922	1.0	17789	0	0
hsa-mir-3935	4	0.028481	0.04092	0.701607	1070	1	-0.88652	0.5613	0.51364	0.945641	11861	0	0
C13orf35	3	0.028492	0.039411	0.701607	1071	1	-0.72698	0.87184	0.87181	1.0	18480	0	0
CCNF	3	0.028539	0.039411	0.701607	1072	1	-0.70973	0.99516	0.99533	1.0	21186	0	0
COX6A2	3	0.028583	0.039411	0.701607	1073	2	-0.67719	0.48637	0.44568	0.932547	10253	0	0
hsa-mir-4510	3	0.028585	0.039411	0.701607	1074	1	-0.97605	0.91939	0.92415	1.0	19521	0	0
hsa-mir-6077-1	4	0.028666	0.04092	0.701607	1075	1	-0.52656	0.6512	0.61117	0.95658	13805	0	0
ALDH5A1	3	0.028677	0.039411	0.701607	1076	1	-1.5425	0.2109	0.20869	0.894252	4953	1	0.54193
SCN9A	3	0.028724	0.039411	0.701607	1077	1	-0.72847	0.31648	0.28763	0.894252	6842	1	0.26748
CNTN5	3	0.02877	0.039915	0.701607	1078	1	-0.91481	0.29468	0.27276	0.894252	6453	1	0.4563
FGF12	3	0.028806	0.039915	0.701607	1079	2	-0.85146	0.38185	0.33877	0.901558	8073	1	0.26977
NLRC4	3	0.028816	0.039915	0.701607	1080	1	-1.7741	0.28654	0.2663	0.894252	6299	1	0.6661
OGDHL	3	0.028863	0.040424	0.701607	1081	1	-0.70106	0.34212	0.30048	0.894252	7307	1	0.34318
TMEM167A	3	0.028909	0.040424	0.701607	1082	1	-1.7443	0.60006	0.56465	0.952723	12660	0	0
NOS1AP	3	0.028927	0.040424	0.701607	1083	2	-0.28992	0.38205	0.33877	0.901558	8077	1	0.51438
AMDHD1	3	0.028955	0.040424	0.701607	1084	2	-0.42078	0.99756	0.99771	1.0	21258	0	0
PPP1R10	3	0.028962	0.040424	0.701607	1085	2	-0.63148	0.94816	0.95195	1.0	20154	0	0
VPS25	2	0.028971	0.027179	0.701607	1086	1	-0.86946	0.85194	0.8581	1.0	18035	0	0
ASAP3	3	0.028979	0.040424	0.701607	1087	2	-0.61737	0.9969	0.99672	1.0	21242	0	0
C2orf68	3	0.029001	0.040424	0.701607	1088	1	-0.6543	0.97779	0.97922	1.0	20778	0	0
OR5AS1	3	0.029005	0.040424	0.701607	1089	2	-0.35015	0.2699	0.25336	0.894252	5984	1	0.36596
TMTC2	3	0.029074	0.040424	0.701607	1090	2	-0.49794	0.74618	0.73177	1.0	15764	0	0
SLC17A1	3	0.029082	0.040424	0.701607	1091	2	-0.43828	0.91422	0.91524	1.0	19389	0	0
DEPDC4	3	0.02914	0.040424	0.701607	1092	1	-0.85896	0.89435	0.89755	1.0	18972	0	0
XDH	3	0.029186	0.040424	0.701607	1093	2	-0.34643	0.80876	0.80245	1.0	17092	0	0
DNAJC5	3	0.029187	0.040424	0.701607	1094	1	-0.56904	0.91637	0.92033	1.0	19442	0	0
TAOK3	3	0.029273	0.040424	0.701607	1095	2	-0.30177	0.85472	0.8529	1.0	18096	0	0
NMT1	3	0.029282	0.040424	0.701607	1096	2	-0.47441	0.99256	0.99331	1.0	21120	0	0
hsa-mir-6857	4	0.029285	0.04092	0.701607	1097	2	-0.683	0.3582	0.34097	0.90643	7609	1	0.27506
GATS	3	0.029325	0.040424	0.701607	1098	1	-0.99535	0.28537	0.2663	0.894252	6277	1	0.26813
TLN1	3	0.029351	0.040424	0.701607	1099	2	-0.53114	0.83524	0.8348	1.0	17673	0	0
hsa-mir-6880	4	0.029405	0.041512	0.701607	1100	1	-2.5759	0.77468	0.73384	1.0	16365	0	0
hsa-mir-494	4	0.029428	0.041512	0.701607	1101	2	-0.48272	0.10129	0.14379	0.894252	3131	1	0.64167
GPR63	3	0.029464	0.040424	0.701607	1102	1	-0.88932	0.29401	0.2706	0.894252	6441	1	0.33344
FAM19A2	3	0.029473	0.040424	0.701607	1103	2	-0.62918	0.97326	0.97661	1.0	20686	0	0
ARHGEF5	3	0.029499	0.040424	0.701607	1104	2	-0.35114	0.37986	0.33661	0.901558	8030	1	0.29711
P2RY13	3	0.02951	0.040424	0.701607	1105	1	-0.59979	0.75067	0.73678	1.0	15848	0	0
AMELY	3	0.029551	0.040424	0.701607	1106	2	-0.66968	0.99574	0.99548	1.0	21213	0	0
NDUFS6	3	0.029557	0.040424	0.701607	1107	1	-0.67459	0.84896	0.84352	1.0	17965	0	0
TBX4	2	0.02956	0.02718	0.701607	1108	1	-0.42133	0.23325	0.20311	0.894252	5332	1	0.33064
FMO2	3	0.029577	0.040424	0.701607	1109	2	-0.27939	0.96324	0.96708	1.0	20482	0	0
C2orf76	3	0.029603	0.040425	0.701607	1110	1	-0.92143	0.38748	0.33877	0.901558	8182	1	0.36153
hsa-mir-519a-2	3	0.029621	0.040425	0.701607	1111	2	-0.38131	0.1242	0.14892	0.894252	3496	1	0.7404
NUTM2F	3	0.029638	0.040425	0.701607	1112	2	-0.35733	0.45761	0.4109	0.924439	9652	0	0
APBA2	3	0.029647	0.040425	0.701607	1113	2	-0.87451	0.93168	0.93444	1.0	19780	0	0
hsa-mir-4453	4	0.029651	0.041512	0.701607	1114	1	-0.83673	0.91099	0.91086	1.0	19325	0	0
QKI	3	0.029682	0.040425	0.701607	1115	2	-0.37366	0.80263	0.79845	1.0	16956	0	0
RANBP3	3	0.029695	0.040425	0.701607	1116	1	-0.97736	0.88227	0.88486	1.0	18714	0	0
DNTTIP1	3	0.029742	0.040425	0.701607	1117	1	-0.76996	0.14545	0.17029	0.894252	3854	1	0.44559
EIF3E	3	0.029788	0.040425	0.701607	1118	1	-0.61856	0.82708	0.82666	1.0	17482	0	0
hsa-mir-761	3	0.029804	0.040425	0.701607	1119	2	-0.6713	0.99424	0.99454	1.0	21161	0	0
MMP19	3	0.029874	0.040425	0.701607	1120	2	-0.68869	0.36069	0.31966	0.901558	7657	1	0.24433
MTMR11	3	0.02988	0.040425	0.701607	1121	1	-1.1694	0.15986	0.18521	0.894252	4078	1	0.42898
BCL2L2-PABPN1	3	0.030023	0.040425	0.701607	1122	2	-0.57886	0.9958	0.99564	1.0	21214	0	0
ADIPOR2	3	0.030049	0.040425	0.701607	1123	2	-0.30389	0.23183	0.2236	0.894252	5314	1	0.4624
WDR31	3	0.030112	0.040425	0.701607	1124	1	-0.54078	0.45421	0.40884	0.924439	9586	0	0
AS3MT	3	0.030158	0.040425	0.701607	1125	1	-1.0588	0.51663	0.47711	0.945641	10912	0	0
VASH2	3	0.030204	0.040425	0.701607	1126	1	-0.51411	0.74989	0.73554	1.0	15834	0	0
NonTargetingControlGuideForHuman_0397	1	0.03023	0.016822	0.679871	1127	1	-0.3571	0.96977	0.98318	1.0	20621	0	0
AQP6	3	0.03025	0.040425	0.701607	1128	1	-0.51783	0.73309	0.71663	0.999836	15489	0	0
TRIP10	3	0.030269	0.040425	0.701607	1129	2	-0.6219	0.97673	0.97807	1.0	20757	0	0
ZNF229	3	0.030287	0.040425	0.701607	1130	2	-0.40312	0.61145	0.57824	0.952723	12914	0	0
AASDHPPT	3	0.030297	0.040425	0.701607	1131	1	-0.4172	0.12993	0.1554	0.894252	3596	1	0.35095
MSH2	3	0.030313	0.040425	0.701607	1132	2	-0.69943	0.32112	0.2919	0.894252	6923	1	0.29857
EN1	3	0.030343	0.040892	0.701607	1133	1	-1.0912	0.27764	0.262	0.894252	6129	1	0.51347
OR2T29	3	0.030348	0.040892	0.701607	1134	2	-0.40514	0.98017	0.9814	1.0	20840	0	0
CLGN	3	0.030389	0.040892	0.701607	1135	1	-0.88097	0.20488	0.20654	0.894252	4854	1	0.58863
COMMD6	3	0.030435	0.040892	0.701607	1136	1	-0.51984	0.82141	0.8172	1.0	17356	0	0
IGBP1	3	0.030472	0.040892	0.701607	1137	2	-0.97854	0.93639	0.93777	1.0	19884	0	0
CD46	3	0.030481	0.040892	0.701607	1138	2	-0.44131	0.98687	0.98816	1.0	20994	0	0
NPY	3	0.030482	0.040892	0.701607	1139	1	-0.90789	0.93151	0.93444	1.0	19776	0	0
IST1	3	0.030528	0.040892	0.701607	1140	1	-0.83532	0.89824	0.90265	1.0	19054	0	0
NDUFAB1	3	0.030574	0.040892	0.701607	1141	1	-0.93919	0.83996	0.83922	1.0	17773	0	0
ABCC8	3	0.030596	0.040892	0.701607	1142	2	-0.2246	0.94107	0.94497	1.0	19982	0	0
PDGFD	3	0.03062	0.040892	0.701607	1143	1	-0.8686	0.83509	0.8348	1.0	17670	0	0
UPF3B	3	0.030675	0.040892	0.701607	1144	2	-0.45827	0.79236	0.78907	1.0	16744	0	0
HIST1H4G	3	0.030684	0.040892	0.701607	1145	2	-0.47056	0.43295	0.39622	0.924439	9135	0	0
RAB18	3	0.030759	0.040892	0.701607	1146	1	-0.88776	0.54535	0.50749	0.945641	11517	0	0
SFPQ	3	0.030782	0.040892	0.701607	1147	2	-0.766	0.99696	0.99672	1.0	21244	0	0
TESK1	3	0.0308	0.040892	0.701607	1148	2	-0.38895	0.35436	0.31118	0.896789	7541	1	0.33382
GBP3	3	0.030826	0.040892	0.701607	1149	2	-0.41648	0.8977	0.90199	1.0	19042	0	0
NPC1	3	0.030835	0.040892	0.701607	1150	2	-1.103	0.049086	0.07145	0.824194	1819	1	0.69382
DNMT3L	3	0.030851	0.040892	0.701607	1151	1	-0.67674	0.55579	0.52397	0.945641	11738	0	0
ZNF750	3	0.030871	0.040892	0.701607	1152	2	-0.52138	0.85375	0.85121	1.0	18072	0	0
LPCAT2	3	0.030898	0.040892	0.701607	1153	1	-0.66746	0.016349	0.022719	0.673261	731	2	0.71784
hsa-mir-5008	4	0.0309	0.041513	0.701607	1154	2	-0.4079	0.71422	0.67688	0.985442	15099	0	0
RNPS1	2	0.030924	0.02718	0.701607	1155	1	-0.87052	0.68008	0.67545	0.984479	14395	0	0
ALX4	3	0.030933	0.040892	0.701607	1156	2	-0.62928	0.091523	0.1253	0.885234	2961	1	0.55399
LEAP2	3	0.030942	0.040892	0.701607	1157	2	-0.40369	0.96602	0.96918	1.0	20538	0	0
RRM2B	3	0.030944	0.040892	0.701607	1158	1	-0.65552	0.90778	0.9087	1.0	19250	0	0
MTMR3	3	0.030986	0.041399	0.701607	1159	2	-0.49912	0.85537	0.85456	1.0	18111	0	0
MNT	3	0.03099	0.041399	0.701607	1160	1	-0.34822	0.97801	0.97943	1.0	20786	0	0
MPL	3	0.031036	0.041399	0.701607	1161	1	-0.93107	0.15856	0.18521	0.894252	4054	1	1.0086
EVI2B	3	0.031083	0.041399	0.701607	1162	1	-1.2191	0.7209	0.7036	0.998736	15234	0	0
CXorf40B	3	0.031084	0.041399	0.701607	1163	2	-0.40111	0.91565	0.91812	1.0	19419	0	0
OXCT2	3	0.031111	0.041399	0.701607	1164	2	-0.5093	0.21629	0.2151	0.894252	5041	1	0.6457
ODF2	3	0.03112	0.041399	0.701607	1165	2	-0.52219	0.53182	0.49241	0.945641	11240	0	0
C1GALT1C1	3	0.031129	0.041399	0.701607	1166	1	-0.6777	0.86623	0.86574	1.0	18347	0	0
NonTargetingControlGuideForHuman_0878	1	0.031143	0.018764	0.701607	1167	1	-0.44169	0.96886	0.98124	1.0	20595	0	0
MPHOSPH6	3	0.031164	0.041399	0.701607	1168	2	-0.30162	0.92488	0.92733	1.0	19634	0	0
KIAA0825	3	0.031221	0.041919	0.701607	1169	1	-0.93683	0.48504	0.44366	0.932547	10226	0	0
TCAIM	3	0.031267	0.04192	0.701607	1170	1	-1.3323	0.057641	0.089234	0.853894	2120	1	0.55682
ECHDC3	2	0.031295	0.02718	0.701607	1171	1	-0.51855	0.97897	0.97759	1.0	20810	0	0
CTCF	3	0.031314	0.04192	0.701607	1172	1	-0.65828	0.98326	0.9846	1.0	20916	0	0
ZCCHC5	3	0.03136	0.042432	0.701607	1173	1	-0.64919	0.7278	0.70888	0.998736	15379	0	0
PPFIA4	3	0.031361	0.042432	0.701607	1174	2	-0.37833	0.26845	0.25336	0.894252	5957	1	0.43505
KIAA1468	3	0.031406	0.042432	0.701607	1175	1	-0.57411	0.31604	0.28763	0.894252	6837	1	0.47951
RNF150	3	0.031451	0.042433	0.701607	1176	2	-0.407	0.39474	0.35146	0.91074	8314	1	0.49801
MDH2	3	0.031452	0.042433	0.701607	1177	1	-1.5406	0.94589	0.94989	1.0	20094	0	0
C11orf82	3	0.031545	0.042947	0.701607	1178	1	-1.3735	0.83715	0.83658	1.0	17713	0	0
CPSF7	3	0.031591	0.042947	0.701607	1179	1	-0.94468	0.70503	0.67643	0.985041	14912	0	0
SPIRE1	3	0.031621	0.042947	0.701607	1180	2	-1.064	0.58785	0.54384	0.952723	12406	0	0
FAM126A	3	0.031657	0.042947	0.701607	1181	2	-1.3239	0.061899	0.092561	0.865512	2253	1	1.5868
ISG20	3	0.031738	0.042947	0.701607	1182	2	-0.47606	0.93874	0.94279	1.0	19934	0	0
TSPAN1	3	0.031776	0.042947	0.701607	1183	1	-0.81832	0.32298	0.2919	0.894252	6955	1	0.23278
PIP4K2A	3	0.031822	0.042947	0.701607	1184	1	-0.59407	0.33582	0.30048	0.894252	7189	1	0.30245
IPO11	3	0.031868	0.042947	0.701607	1185	1	-0.72801	0.018208	0.026639	0.701208	790	2	0.54797
CXorf21	3	0.031914	0.042947	0.701607	1186	1	-0.37477	0.67597	0.63578	0.962771	14307	0	0
hsa-mir-1973	4	0.031925	0.042164	0.701607	1187	1	-0.80589	0.80034	0.76861	1.0	16915	0	0
LDLRAD2	3	0.03196	0.042947	0.701607	1188	1	-0.79559	0.69327	0.65497	0.969722	14671	0	0
